Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-01,23:30-24:00,Fixed,ATM,Offline,On-Us,603526334,609016813,-5490479,1263,3157,4420
2026-05-01,23:30-24:00,Fixed,ATM,Offline,Off-Us,598594593,604841012,-6246419,3772,1469,5241
2026-05-01,23:30-24:00,Fixed,BCMS,Online,On-Us,677126915,681810356,-4683441,1531,3754,5285
2026-05-01,23:30-24:00,Fixed,BCMS,Online,Off-Us,649190924,658923329,-9732405,2509,3086,5595
2026-05-01,23:30-24:00,Fixed,ENET,Online,On-Us,261701871,269972916,-8271045,978,3068,4046
2026-05-01,23:30-24:00,Fixed,ENET,Online,Off-Us,204928027,213704890,-8776863,3795,3483,7278
2026-05-01,23:30-24:00,Fixed,TELL,Offline,On-Us,520171581,529763303,-9591722,2626,938,3564
2026-05-01,23:30-24:00,Fixed,TELL,Offline,Off-Us,566423960,571674952,-5250992,2405,1183,3588
2026-05-01,23:30-24:00,Saving,ATM,Offline,On-Us,715344331,720403353,-5059022,3671,2698,6369
2026-05-01,23:30-24:00,Saving,ATM,Offline,Off-Us,239555291,244956759,-5401468,4664,2514,7178
2026-05-01,23:30-24:00,Saving,BCMS,Online,On-Us,507032155,514534260,-7502105,3634,3933,7567
2026-05-01,23:30-24:00,Saving,BCMS,Online,Off-Us,432006644,439206756,-7200112,3760,3202,6962
2026-05-01,23:30-24:00,Saving,ENET,Online,On-Us,734482106,743459018,-8976912,3439,3259,6698
2026-05-01,23:30-24:00,Saving,ENET,Online,Off-Us,757694840,762875545,-5180705,1284,2379,3663
2026-05-01,23:30-24:00,Saving,TELL,Offline,On-Us,360429526,365541809,-5112283,1199,4044,5243
2026-05-01,23:30-24:00,Saving,TELL,Offline,Off-Us,304706881,313591093,-8884212,4533,4958,9491
2026-05-01,23:30-24:00,Current,ATM,Offline,On-Us,654298531,662854097,-8555566,4841,2933,7774
2026-05-01,23:30-24:00,Current,ATM,Offline,Off-Us,754809996,760895677,-6085681,3508,2850,6358
2026-05-01,23:30-24:00,Current,BCMS,Online,On-Us,746217237,751264425,-5047188,2558,2858,5416
2026-05-01,23:30-24:00,Current,BCMS,Online,Off-Us,782088539,788971924,-6883385,2177,1516,3693
2026-05-01,23:30-24:00,Current,ENET,Online,On-Us,314114027,320856253,-6742226,1518,1950,3468
2026-05-01,23:30-24:00,Current,ENET,Online,Off-Us,580515791,586716139,-6200348,2875,4147,7022
2026-05-01,23:30-24:00,Current,TELL,Offline,On-Us,624467107,632849461,-8382354,1701,1280,2981
2026-05-01,23:30-24:00,Current,TELL,Offline,Off-Us,384843016,391300367,-6457351,4333,2266,6599
