Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-29,22:00-22:30,Fixed,ATM,Offline,On-Us,358331767,359361019,-1029252,3020,4122,7142
2026-05-29,22:00-22:30,Fixed,ATM,Offline,Off-Us,748620791,749706502,-1085711,1435,1805,3240
2026-05-29,22:00-22:30,Fixed,BCMS,Online,On-Us,437236306,437745461,-509155,3275,932,4207
2026-05-29,22:00-22:30,Fixed,BCMS,Online,Off-Us,704549273,705242565,-693292,3903,1344,5247
2026-05-29,22:00-22:30,Fixed,ENET,Online,On-Us,658280337,659133767,-853430,4366,4940,9306
2026-05-29,22:00-22:30,Fixed,ENET,Online,Off-Us,452631395,453127689,-496294,4596,898,5494
2026-05-29,22:00-22:30,Fixed,TELL,Offline,On-Us,692263385,692858089,-594704,1033,2118,3151
2026-05-29,22:00-22:30,Fixed,TELL,Offline,Off-Us,772453806,773304633,-850827,4114,2680,6794
2026-05-29,22:00-22:30,Saving,ATM,Offline,On-Us,216866574,217553234,-686660,1944,4007,5951
2026-05-29,22:00-22:30,Saving,ATM,Offline,Off-Us,369909519,370863474,-953955,838,3829,4667
2026-05-29,22:00-22:30,Saving,BCMS,Online,On-Us,254800182,255877244,-1077062,2689,4451,7140
2026-05-29,22:00-22:30,Saving,BCMS,Online,Off-Us,328699083,329241464,-542381,2869,3006,5875
2026-05-29,22:00-22:30,Saving,ENET,Online,On-Us,284143176,285010271,-867095,2317,3613,5930
2026-05-29,22:00-22:30,Saving,ENET,Online,Off-Us,347561353,348285011,-723658,2332,2124,4456
2026-05-29,22:00-22:30,Saving,TELL,Offline,On-Us,537615012,538369272,-754260,3449,3284,6733
2026-05-29,22:00-22:30,Saving,TELL,Offline,Off-Us,371404660,372307850,-903190,860,2321,3181
2026-05-29,22:00-22:30,Current,ATM,Offline,On-Us,602105564,602826098,-720534,1983,1719,3702
2026-05-29,22:00-22:30,Current,ATM,Offline,Off-Us,430834829,431433986,-599157,1144,1468,2612
2026-05-29,22:00-22:30,Current,BCMS,Online,On-Us,564251327,564831916,-580589,2872,855,3727
2026-05-29,22:00-22:30,Current,BCMS,Online,Off-Us,575565005,576135078,-570073,1746,3857,5603
2026-05-29,22:00-22:30,Current,ENET,Online,On-Us,230697562,231401640,-704078,1911,4154,6065
2026-05-29,22:00-22:30,Current,ENET,Online,Off-Us,708911087,709771650,-860563,1037,3724,4761
2026-05-29,22:00-22:30,Current,TELL,Offline,On-Us,664748491,665298226,-549735,2021,1809,3830
2026-05-29,22:00-22:30,Current,TELL,Offline,Off-Us,517105467,517677591,-572124,1808,4769,6577
