Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-07,06:30-07:00,Fixed,ATM,Offline,On-Us,521991196,534276679,-12285483,2945,1064,4009
2026-05-07,06:30-07:00,Fixed,ATM,Offline,Off-Us,274346096,287111098,-12765002,2766,3025,5791
2026-05-07,06:30-07:00,Fixed,BCMS,Online,On-Us,489363366,506619174,-17255808,2284,2230,4514
2026-05-07,06:30-07:00,Fixed,BCMS,Online,Off-Us,550590995,572948602,-22357607,855,3244,4099
2026-05-07,06:30-07:00,Fixed,ENET,Online,On-Us,238994770,255652361,-16657591,4865,921,5786
2026-05-07,06:30-07:00,Fixed,ENET,Online,Off-Us,249024652,264660313,-15635661,4670,2628,7298
2026-05-07,06:30-07:00,Fixed,TELL,Offline,On-Us,270379098,294758427,-24379329,2194,1045,3239
2026-05-07,06:30-07:00,Fixed,TELL,Offline,Off-Us,253419898,266050509,-12630611,3979,4554,8533
2026-05-07,06:30-07:00,Saving,ATM,Offline,On-Us,355816283,380064040,-24247757,2352,1103,3455
2026-05-07,06:30-07:00,Saving,ATM,Offline,Off-Us,642426535,666979830,-24553295,1217,1268,2485
2026-05-07,06:30-07:00,Saving,BCMS,Online,On-Us,284430098,302808807,-18378709,4283,2752,7035
2026-05-07,06:30-07:00,Saving,BCMS,Online,Off-Us,731016151,744431270,-13415119,4126,4394,8520
2026-05-07,06:30-07:00,Saving,ENET,Online,On-Us,223052243,243360581,-20308338,4012,4105,8117
2026-05-07,06:30-07:00,Saving,ENET,Online,Off-Us,428866759,450389411,-21522652,3167,1719,4886
2026-05-07,06:30-07:00,Saving,TELL,Offline,On-Us,468872754,491091117,-22218363,1426,1620,3046
2026-05-07,06:30-07:00,Saving,TELL,Offline,Off-Us,388191611,402458999,-14267388,4365,4132,8497
2026-05-07,06:30-07:00,Current,ATM,Offline,On-Us,579973741,600047800,-20074059,2961,2153,5114
2026-05-07,06:30-07:00,Current,ATM,Offline,Off-Us,531012725,554430396,-23417671,4236,2275,6511
2026-05-07,06:30-07:00,Current,BCMS,Online,On-Us,526194496,541884102,-15689606,1106,1773,2879
2026-05-07,06:30-07:00,Current,BCMS,Online,Off-Us,636942995,659780233,-22837238,4295,1862,6157
2026-05-07,06:30-07:00,Current,ENET,Online,On-Us,564593697,576148174,-11554477,886,3145,4031
2026-05-07,06:30-07:00,Current,ENET,Online,Off-Us,341351437,353089167,-11737730,2625,1511,4136
2026-05-07,06:30-07:00,Current,TELL,Offline,On-Us,673426617,697730682,-24304065,4898,2555,7453
2026-05-07,06:30-07:00,Current,TELL,Offline,Off-Us,459734301,472240742,-12506441,913,3287,4200
