Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-27,18:30-19:00,Fixed,ATM,Offline,On-Us,722793005,723585366,-792361,1668,4285,5953
2026-05-27,18:30-19:00,Fixed,ATM,Offline,Off-Us,221848527,222433450,-584923,1277,3678,4955
2026-05-27,18:30-19:00,Fixed,BCMS,Online,On-Us,524435592,525314659,-879067,4968,3251,8219
2026-05-27,18:30-19:00,Fixed,BCMS,Online,Off-Us,367852153,368585356,-733203,4928,872,5800
2026-05-27,18:30-19:00,Fixed,ENET,Online,On-Us,437885131,438519479,-634348,945,3441,4386
2026-05-27,18:30-19:00,Fixed,ENET,Online,Off-Us,568548494,569346514,-798020,1707,1476,3183
2026-05-27,18:30-19:00,Fixed,TELL,Offline,On-Us,692403831,693214736,-810905,1989,4990,6979
2026-05-27,18:30-19:00,Fixed,TELL,Offline,Off-Us,530374150,530795491,-421341,3794,2089,5883
2026-05-27,18:30-19:00,Saving,ATM,Offline,On-Us,339219656,340089029,-869373,2581,3222,5803
2026-05-27,18:30-19:00,Saving,ATM,Offline,Off-Us,602600756,603137149,-536393,884,3403,4287
2026-05-27,18:30-19:00,Saving,BCMS,Online,On-Us,221406977,221859030,-452053,1996,4618,6614
2026-05-27,18:30-19:00,Saving,BCMS,Online,Off-Us,443558749,444445008,-886259,3973,3287,7260
2026-05-27,18:30-19:00,Saving,ENET,Online,On-Us,536591354,537233819,-642465,1712,4108,5820
2026-05-27,18:30-19:00,Saving,ENET,Online,Off-Us,620796347,621556029,-759682,4036,1406,5442
2026-05-27,18:30-19:00,Saving,TELL,Offline,On-Us,260275752,260790295,-514543,1794,1810,3604
2026-05-27,18:30-19:00,Saving,TELL,Offline,Off-Us,246392297,247251768,-859471,3210,4885,8095
2026-05-27,18:30-19:00,Current,ATM,Offline,On-Us,326774291,327422837,-648546,2511,3690,6201
2026-05-27,18:30-19:00,Current,ATM,Offline,Off-Us,579579490,580193275,-613785,2291,4140,6431
2026-05-27,18:30-19:00,Current,BCMS,Online,On-Us,301467027,301998683,-531656,3840,3793,7633
2026-05-27,18:30-19:00,Current,BCMS,Online,Off-Us,237647001,238399780,-752779,3038,1772,4810
2026-05-27,18:30-19:00,Current,ENET,Online,On-Us,777265358,777993849,-728491,2724,4596,7320
2026-05-27,18:30-19:00,Current,ENET,Online,Off-Us,495944084,496342710,-398626,2334,1250,3584
2026-05-27,18:30-19:00,Current,TELL,Offline,On-Us,557438095,558179107,-741012,4506,4744,9250
2026-05-27,18:30-19:00,Current,TELL,Offline,Off-Us,545662454,546436787,-774333,3703,1959,5662
