Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-18,05:00-05:30,Fixed,ATM,Offline,On-Us,644252095,665327809,-21075714,2026,2594,4620
2026-05-18,05:00-05:30,Fixed,ATM,Offline,Off-Us,595071805,619996453,-24924648,4749,4730,9479
2026-05-18,05:00-05:30,Fixed,BCMS,Online,On-Us,761343909,782629212,-21285303,1454,4248,5702
2026-05-18,05:00-05:30,Fixed,BCMS,Online,Off-Us,463383572,476504327,-13120755,1833,3995,5828
2026-05-18,05:00-05:30,Fixed,ENET,Online,On-Us,211409310,230975115,-19565805,4828,803,5631
2026-05-18,05:00-05:30,Fixed,ENET,Online,Off-Us,545287986,570440171,-25152185,1334,1767,3101
2026-05-18,05:00-05:30,Fixed,TELL,Offline,On-Us,736149284,756624596,-20475312,4804,1635,6439
2026-05-18,05:00-05:30,Fixed,TELL,Offline,Off-Us,263981856,274992086,-11010230,4623,1052,5675
2026-05-18,05:00-05:30,Saving,ATM,Offline,On-Us,656547738,672809398,-16261660,2074,2025,4099
2026-05-18,05:00-05:30,Saving,ATM,Offline,Off-Us,383699796,398304921,-14605125,2920,4447,7367
2026-05-18,05:00-05:30,Saving,BCMS,Online,On-Us,571220692,586652696,-15432004,1730,1181,2911
2026-05-18,05:00-05:30,Saving,BCMS,Online,Off-Us,204066970,223459629,-19392659,1433,4377,5810
2026-05-18,05:00-05:30,Saving,ENET,Online,On-Us,731038734,742945656,-11906922,3337,1826,5163
2026-05-18,05:00-05:30,Saving,ENET,Online,Off-Us,730756434,742217539,-11461105,2033,3671,5704
2026-05-18,05:00-05:30,Saving,TELL,Offline,On-Us,246524996,264760216,-18235220,3709,832,4541
2026-05-18,05:00-05:30,Saving,TELL,Offline,Off-Us,323567994,335143688,-11575694,3050,1522,4572
2026-05-18,05:00-05:30,Current,ATM,Offline,On-Us,499181722,522399795,-23218073,1813,1864,3677
2026-05-18,05:00-05:30,Current,ATM,Offline,Off-Us,496173512,511207372,-15033860,4149,4463,8612
2026-05-18,05:00-05:30,Current,BCMS,Online,On-Us,677555898,691732647,-14176749,4608,4462,9070
2026-05-18,05:00-05:30,Current,BCMS,Online,Off-Us,799252752,814810529,-15557777,939,2210,3149
2026-05-18,05:00-05:30,Current,ENET,Online,On-Us,450879895,469779279,-18899384,2723,3155,5878
2026-05-18,05:00-05:30,Current,ENET,Online,Off-Us,493350047,509133153,-15783106,3971,4399,8370
2026-05-18,05:00-05:30,Current,TELL,Offline,On-Us,310485140,325577738,-15092598,3679,1985,5664
2026-05-18,05:00-05:30,Current,TELL,Offline,Off-Us,560803637,585743567,-24939930,1080,3705,4785
