Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-24,07:30-08:00,Fixed,ATM,Offline,On-Us,480779878,494853606,-14073728,4185,4573,8758
2026-05-24,07:30-08:00,Fixed,ATM,Offline,Off-Us,453526350,465976899,-12450549,3456,1400,4856
2026-05-24,07:30-08:00,Fixed,BCMS,Online,On-Us,784168935,804126586,-19957651,3474,1018,4492
2026-05-24,07:30-08:00,Fixed,BCMS,Online,Off-Us,404095834,420783918,-16688084,808,3751,4559
2026-05-24,07:30-08:00,Fixed,ENET,Online,On-Us,529892099,544925366,-15033267,2546,1139,3685
2026-05-24,07:30-08:00,Fixed,ENET,Online,Off-Us,312602738,334217929,-21615191,3504,1301,4805
2026-05-24,07:30-08:00,Fixed,TELL,Offline,On-Us,721657681,734409098,-12751417,3625,1918,5543
2026-05-24,07:30-08:00,Fixed,TELL,Offline,Off-Us,559671892,571970467,-12298575,3670,4831,8501
2026-05-24,07:30-08:00,Saving,ATM,Offline,On-Us,704383338,723357973,-18974635,2389,962,3351
2026-05-24,07:30-08:00,Saving,ATM,Offline,Off-Us,394501217,413480908,-18979691,1040,3278,4318
2026-05-24,07:30-08:00,Saving,BCMS,Online,On-Us,488275489,502094698,-13819209,1996,4079,6075
2026-05-24,07:30-08:00,Saving,BCMS,Online,Off-Us,580768055,599856493,-19088438,2332,4263,6595
2026-05-24,07:30-08:00,Saving,ENET,Online,On-Us,312803424,326637651,-13834227,3883,3096,6979
2026-05-24,07:30-08:00,Saving,ENET,Online,Off-Us,714768001,726062921,-11294920,3691,3067,6758
2026-05-24,07:30-08:00,Saving,TELL,Offline,On-Us,398869335,418920046,-20050711,4408,893,5301
2026-05-24,07:30-08:00,Saving,TELL,Offline,Off-Us,257254228,275147904,-17893676,2554,4441,6995
2026-05-24,07:30-08:00,Current,ATM,Offline,On-Us,226609165,241531361,-14922196,988,4985,5973
2026-05-24,07:30-08:00,Current,ATM,Offline,Off-Us,738326703,755721595,-17394892,3956,4405,8361
2026-05-24,07:30-08:00,Current,BCMS,Online,On-Us,457376030,474488819,-17112789,1882,4559,6441
2026-05-24,07:30-08:00,Current,BCMS,Online,Off-Us,707072051,720003359,-12931308,1348,4811,6159
2026-05-24,07:30-08:00,Current,ENET,Online,On-Us,246098890,263291851,-17192961,1930,2423,4353
2026-05-24,07:30-08:00,Current,ENET,Online,Off-Us,353891641,367456790,-13565149,3687,2275,5962
2026-05-24,07:30-08:00,Current,TELL,Offline,On-Us,341136235,362015054,-20878819,2756,3907,6663
2026-05-24,07:30-08:00,Current,TELL,Offline,Off-Us,303659936,322524519,-18864583,1550,4059,5609
