Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-25,05:30-06:00,Fixed,ATM,Offline,On-Us,205907355,219275707,-13368352,3743,1001,4744
2026-05-25,05:30-06:00,Fixed,ATM,Offline,Off-Us,501698571,523667300,-21968729,3943,1825,5768
2026-05-25,05:30-06:00,Fixed,BCMS,Online,On-Us,687465272,706034461,-18569189,837,4380,5217
2026-05-25,05:30-06:00,Fixed,BCMS,Online,Off-Us,780459065,798417945,-17958880,1114,4495,5609
2026-05-25,05:30-06:00,Fixed,ENET,Online,On-Us,677278680,691481264,-14202584,4017,2234,6251
2026-05-25,05:30-06:00,Fixed,ENET,Online,Off-Us,602356560,625281383,-22924823,1434,4252,5686
2026-05-25,05:30-06:00,Fixed,TELL,Offline,On-Us,763230996,775556243,-12325247,1068,3397,4465
2026-05-25,05:30-06:00,Fixed,TELL,Offline,Off-Us,720481266,738729505,-18248239,2354,4289,6643
2026-05-25,05:30-06:00,Saving,ATM,Offline,On-Us,558560807,569710571,-11149764,2246,3528,5774
2026-05-25,05:30-06:00,Saving,ATM,Offline,Off-Us,632315709,649529728,-17214019,3564,3011,6575
2026-05-25,05:30-06:00,Saving,BCMS,Online,On-Us,277107423,288593972,-11486549,4651,4244,8895
2026-05-25,05:30-06:00,Saving,BCMS,Online,Off-Us,744379578,766891068,-22511490,2300,2203,4503
2026-05-25,05:30-06:00,Saving,ENET,Online,On-Us,599824142,623241988,-23417846,2438,2394,4832
2026-05-25,05:30-06:00,Saving,ENET,Online,Off-Us,289927647,312810962,-22883315,2264,2727,4991
2026-05-25,05:30-06:00,Saving,TELL,Offline,On-Us,270209543,283595088,-13385545,3097,3099,6196
2026-05-25,05:30-06:00,Saving,TELL,Offline,Off-Us,324672323,345848638,-21176315,4961,3993,8954
2026-05-25,05:30-06:00,Current,ATM,Offline,On-Us,521582416,539658575,-18076159,2678,4361,7039
2026-05-25,05:30-06:00,Current,ATM,Offline,Off-Us,640875623,656329675,-15454052,1460,2942,4402
2026-05-25,05:30-06:00,Current,BCMS,Online,On-Us,413037417,427135877,-14098460,4225,2449,6674
2026-05-25,05:30-06:00,Current,BCMS,Online,Off-Us,438153205,454062114,-15908909,1001,4034,5035
2026-05-25,05:30-06:00,Current,ENET,Online,On-Us,287171901,305860653,-18688752,1298,4165,5463
2026-05-25,05:30-06:00,Current,ENET,Online,Off-Us,327570003,348403371,-20833368,3493,3278,6771
2026-05-25,05:30-06:00,Current,TELL,Offline,On-Us,789671549,811697952,-22026403,1456,3999,5455
2026-05-25,05:30-06:00,Current,TELL,Offline,Off-Us,379117857,390471639,-11353782,2799,942,3741
