Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-31,08:30-09:00,Fixed,ATM,Offline,On-Us,534863800,561053936,-26190136,4456,1141,5597
2026-05-31,08:30-09:00,Fixed,ATM,Offline,Off-Us,555505020,582024566,-26519546,831,1318,2149
2026-05-31,08:30-09:00,Fixed,BCMS,Online,On-Us,469791027,493608594,-23817567,2726,4371,7097
2026-05-31,08:30-09:00,Fixed,BCMS,Online,Off-Us,748326898,765173349,-16846451,1152,4368,5520
2026-05-31,08:30-09:00,Fixed,ENET,Online,On-Us,648139226,679825996,-31686770,3967,2027,5994
2026-05-31,08:30-09:00,Fixed,ENET,Online,Off-Us,733785307,748462590,-14677283,1373,3483,4856
2026-05-31,08:30-09:00,Fixed,TELL,Offline,On-Us,649029630,668756104,-19726474,1087,847,1934
2026-05-31,08:30-09:00,Fixed,TELL,Offline,Off-Us,661403577,679615113,-18211536,1087,3879,4966
2026-05-31,08:30-09:00,Saving,ATM,Offline,On-Us,287295928,306182555,-18886627,2045,2049,4094
2026-05-31,08:30-09:00,Saving,ATM,Offline,Off-Us,714061539,730291324,-16229785,3568,1252,4820
2026-05-31,08:30-09:00,Saving,BCMS,Online,On-Us,547167248,575454464,-28287216,4988,3273,8261
2026-05-31,08:30-09:00,Saving,BCMS,Online,Off-Us,725933921,751632503,-25698582,3875,3697,7572
2026-05-31,08:30-09:00,Saving,ENET,Online,On-Us,649179247,667312076,-18132829,3805,3336,7141
2026-05-31,08:30-09:00,Saving,ENET,Online,Off-Us,593776661,618379689,-24603028,4342,3661,8003
2026-05-31,08:30-09:00,Saving,TELL,Offline,On-Us,514201332,532732454,-18531122,1055,2872,3927
2026-05-31,08:30-09:00,Saving,TELL,Offline,Off-Us,345635802,372521925,-26886123,4817,3771,8588
2026-05-31,08:30-09:00,Current,ATM,Offline,On-Us,764316442,784793254,-20476812,2044,3104,5148
2026-05-31,08:30-09:00,Current,ATM,Offline,Off-Us,675274176,698531890,-23257714,3490,3419,6909
2026-05-31,08:30-09:00,Current,BCMS,Online,On-Us,444145276,469527567,-25382291,4274,3141,7415
2026-05-31,08:30-09:00,Current,BCMS,Online,Off-Us,787935346,812962704,-25027358,1348,2734,4082
2026-05-31,08:30-09:00,Current,ENET,Online,On-Us,670060379,695303908,-25243529,3287,3373,6660
2026-05-31,08:30-09:00,Current,ENET,Online,Off-Us,790930626,808116636,-17186010,1600,2368,3968
2026-05-31,08:30-09:00,Current,TELL,Offline,On-Us,276042084,307735209,-31693125,2045,1291,3336
2026-05-31,08:30-09:00,Current,TELL,Offline,Off-Us,347776311,379578398,-31802087,3858,868,4726
