Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-16,10:00-10:30,Fixed,ATM,Offline,On-Us,283714257,312099766,-28385509,2697,3829,6526
2026-05-16,10:00-10:30,Fixed,ATM,Offline,Off-Us,347616285,370425711,-22809426,2466,3876,6342
2026-05-16,10:00-10:30,Fixed,BCMS,Online,On-Us,787097476,809381535,-22284059,4576,4731,9307
2026-05-16,10:00-10:30,Fixed,BCMS,Online,Off-Us,265565101,293711577,-28146476,3086,2659,5745
2026-05-16,10:00-10:30,Fixed,ENET,Online,On-Us,229531858,249974123,-20442265,3613,4957,8570
2026-05-16,10:00-10:30,Fixed,ENET,Online,Off-Us,271437712,304397914,-32960202,2839,4119,6958
2026-05-16,10:00-10:30,Fixed,TELL,Offline,On-Us,376444148,404022329,-27578181,4155,2128,6283
2026-05-16,10:00-10:30,Fixed,TELL,Offline,Off-Us,461248895,489125991,-27877096,4531,861,5392
2026-05-16,10:00-10:30,Saving,ATM,Offline,On-Us,394816202,427172281,-32356079,3500,3209,6709
2026-05-16,10:00-10:30,Saving,ATM,Offline,Off-Us,671778347,695358975,-23580628,1090,1033,2123
2026-05-16,10:00-10:30,Saving,BCMS,Online,On-Us,447207260,479627090,-32419830,3790,1977,5767
2026-05-16,10:00-10:30,Saving,BCMS,Online,Off-Us,411813283,440415984,-28602701,2042,1702,3744
2026-05-16,10:00-10:30,Saving,ENET,Online,On-Us,475784368,493872258,-18087890,814,3439,4253
2026-05-16,10:00-10:30,Saving,ENET,Online,Off-Us,684047698,709058495,-25010797,2921,1597,4518
2026-05-16,10:00-10:30,Saving,TELL,Offline,On-Us,602925588,626406015,-23480427,866,4814,5680
2026-05-16,10:00-10:30,Saving,TELL,Offline,Off-Us,294609054,323185295,-28576241,2473,1851,4324
2026-05-16,10:00-10:30,Current,ATM,Offline,On-Us,591064269,607362035,-16297766,2497,1995,4492
2026-05-16,10:00-10:30,Current,ATM,Offline,Off-Us,430264503,450743871,-20479368,3884,3215,7099
2026-05-16,10:00-10:30,Current,BCMS,Online,On-Us,445529050,479697764,-34168714,4075,2181,6256
2026-05-16,10:00-10:30,Current,BCMS,Online,Off-Us,450988381,478890718,-27902337,3872,3890,7762
2026-05-16,10:00-10:30,Current,ENET,Online,On-Us,287797677,321372840,-33575163,4382,919,5301
2026-05-16,10:00-10:30,Current,ENET,Online,Off-Us,387289175,403307996,-16018821,3353,1967,5320
2026-05-16,10:00-10:30,Current,TELL,Offline,On-Us,340360003,357670733,-17310730,3161,1928,5089
2026-05-16,10:00-10:30,Current,TELL,Offline,Off-Us,373200638,400405486,-27204848,1032,2101,3133
