Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-27,07:30-08:00,Fixed,ATM,Offline,On-Us,240607594,257200590,-16592996,4956,4958,9914
2026-04-27,07:30-08:00,Fixed,ATM,Offline,Off-Us,532491171,551363724,-18872553,3998,4651,8649
2026-04-27,07:30-08:00,Fixed,BCMS,Online,On-Us,226120655,242444946,-16324291,3969,3858,7827
2026-04-27,07:30-08:00,Fixed,BCMS,Online,Off-Us,352190157,363192331,-11002174,933,3725,4658
2026-04-27,07:30-08:00,Fixed,ENET,Online,On-Us,673112010,686374375,-13262365,3624,2775,6399
2026-04-27,07:30-08:00,Fixed,ENET,Online,Off-Us,639764613,653193694,-13429081,1649,3523,5172
2026-04-27,07:30-08:00,Fixed,TELL,Offline,On-Us,280045754,290237477,-10191723,3686,3573,7259
2026-04-27,07:30-08:00,Fixed,TELL,Offline,Off-Us,688105319,703050536,-14945217,2234,4606,6840
2026-04-27,07:30-08:00,Saving,ATM,Offline,On-Us,788491511,808215740,-19724229,4720,2293,7013
2026-04-27,07:30-08:00,Saving,ATM,Offline,Off-Us,686898609,702320203,-15421594,1316,4549,5865
2026-04-27,07:30-08:00,Saving,BCMS,Online,On-Us,222190274,233188245,-10997971,2451,1158,3609
2026-04-27,07:30-08:00,Saving,BCMS,Online,Off-Us,674665528,695811013,-21145485,1143,3385,4528
2026-04-27,07:30-08:00,Saving,ENET,Online,On-Us,760022588,777227980,-17205392,4062,4678,8740
2026-04-27,07:30-08:00,Saving,ENET,Online,Off-Us,351988259,361779926,-9791667,2365,3143,5508
2026-04-27,07:30-08:00,Saving,TELL,Offline,On-Us,414184506,430350433,-16165927,1191,3519,4710
2026-04-27,07:30-08:00,Saving,TELL,Offline,Off-Us,363929964,376602563,-12672599,3814,4379,8193
2026-04-27,07:30-08:00,Current,ATM,Offline,On-Us,733691910,745107885,-11415975,4402,3967,8369
2026-04-27,07:30-08:00,Current,ATM,Offline,Off-Us,403421977,418487455,-15065478,2330,4864,7194
2026-04-27,07:30-08:00,Current,BCMS,Online,On-Us,615241095,632677349,-17436254,3809,2984,6793
2026-04-27,07:30-08:00,Current,BCMS,Online,Off-Us,680688852,693343899,-12655047,4277,1446,5723
2026-04-27,07:30-08:00,Current,ENET,Online,On-Us,458364291,473267886,-14903595,2278,3206,5484
2026-04-27,07:30-08:00,Current,ENET,Online,Off-Us,392726857,410796291,-18069434,1455,3486,4941
2026-04-27,07:30-08:00,Current,TELL,Offline,On-Us,596551533,607226998,-10675465,3310,4452,7762
2026-04-27,07:30-08:00,Current,TELL,Offline,Off-Us,561572977,583606463,-22033486,4290,2165,6455
