Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-29,00:30-01:00,Fixed,ATM,Offline,On-Us,773820135,778577411,-4757276,3726,2067,5793
2026-04-29,00:30-01:00,Fixed,ATM,Offline,Off-Us,203078659,208152411,-5073752,4830,1904,6734
2026-04-29,00:30-01:00,Fixed,BCMS,Online,On-Us,527482165,531663809,-4181644,4674,1874,6548
2026-04-29,00:30-01:00,Fixed,BCMS,Online,Off-Us,774966477,778942364,-3975887,4934,3181,8115
2026-04-29,00:30-01:00,Fixed,ENET,Online,On-Us,250659925,256329220,-5669295,2111,1908,4019
2026-04-29,00:30-01:00,Fixed,ENET,Online,Off-Us,670062775,675738679,-5675904,3306,4959,8265
2026-04-29,00:30-01:00,Fixed,TELL,Offline,On-Us,447223489,452486813,-5263324,2016,2411,4427
2026-04-29,00:30-01:00,Fixed,TELL,Offline,Off-Us,425603712,429666280,-4062568,1669,3989,5658
2026-04-29,00:30-01:00,Saving,ATM,Offline,On-Us,732662455,735353859,-2691404,1220,3642,4862
2026-04-29,00:30-01:00,Saving,ATM,Offline,Off-Us,587763468,591123087,-3359619,1011,1009,2020
2026-04-29,00:30-01:00,Saving,BCMS,Online,On-Us,506232705,510358979,-4126274,3485,3287,6772
2026-04-29,00:30-01:00,Saving,BCMS,Online,Off-Us,470084229,472882614,-2798385,1794,4876,6670
2026-04-29,00:30-01:00,Saving,ENET,Online,On-Us,769269299,774218998,-4949699,2198,2060,4258
2026-04-29,00:30-01:00,Saving,ENET,Online,Off-Us,554757098,558595457,-3838359,2495,4352,6847
2026-04-29,00:30-01:00,Saving,TELL,Offline,On-Us,574005836,577970069,-3964233,4558,2711,7269
2026-04-29,00:30-01:00,Saving,TELL,Offline,Off-Us,607098982,609624258,-2525276,1369,4069,5438
2026-04-29,00:30-01:00,Current,ATM,Offline,On-Us,220491613,222971216,-2479603,2220,1170,3390
2026-04-29,00:30-01:00,Current,ATM,Offline,Off-Us,588938477,593336501,-4398024,1194,4501,5695
2026-04-29,00:30-01:00,Current,BCMS,Online,On-Us,720857162,726417089,-5559927,2344,4763,7107
2026-04-29,00:30-01:00,Current,BCMS,Online,Off-Us,626567295,629320739,-2753444,967,1857,2824
2026-04-29,00:30-01:00,Current,ENET,Online,On-Us,587391392,592493855,-5102463,2591,1928,4519
2026-04-29,00:30-01:00,Current,ENET,Online,Off-Us,296234408,299532456,-3298048,2323,3994,6317
2026-04-29,00:30-01:00,Current,TELL,Offline,On-Us,363684141,368215810,-4531669,4192,1444,5636
2026-04-29,00:30-01:00,Current,TELL,Offline,Off-Us,429911207,434875130,-4963923,2333,3618,5951
