Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-03-31,00:00-00:30,Fixed,ATM,Offline,On-Us,940263,889524,50739,15,229,244
2026-03-31,00:00-00:30,Fixed,ATM,Offline,Off-Us,227982,554903,-326921,182,268,450
2026-03-31,00:00-00:30,Fixed,BCMS,Online,On-Us,324192,423689,-99497,17,173,190
2026-03-31,00:00-00:30,Fixed,BCMS,Online,Off-Us,543678,734042,-190364,189,280,469
2026-03-31,00:00-00:30,Fixed,ENET,Online,On-Us,1008682,915513,93169,236,147,383
2026-03-31,00:00-00:30,Fixed,ENET,Online,Off-Us,317826,730665,-412839,142,28,170
2026-03-31,00:00-00:30,Fixed,TELL,Offline,On-Us,397446,503958,-106512,163,77,240
2026-03-31,00:00-00:30,Fixed,TELL,Offline,Off-Us,426894,455960,-29066,137,243,380
2026-03-31,00:00-00:30,Saving,ATM,Offline,On-Us,0,54089,-54089,167,263,430
2026-03-31,00:00-00:30,Saving,ATM,Offline,Off-Us,478116,635972,-157856,288,109,397
2026-03-31,00:00-00:30,Saving,BCMS,Online,On-Us,174355,727562,-553207,67,49,116
2026-03-31,00:00-00:30,Saving,BCMS,Online,Off-Us,310671,662920,-352249,73,140,213
2026-03-31,00:00-00:30,Saving,ENET,Online,On-Us,504551,522839,-18288,35,255,290
2026-03-31,00:00-00:30,Saving,ENET,Online,Off-Us,594249,580968,13281,20,169,189
2026-03-31,00:00-00:30,Saving,TELL,Offline,On-Us,562283,548954,13329,100,111,211
2026-03-31,00:00-00:30,Saving,TELL,Offline,Off-Us,335306,768333,-433027,261,237,498
2026-03-31,00:00-00:30,Current,ATM,Offline,On-Us,402442,637195,-234753,231,253,484
2026-03-31,00:00-00:30,Current,ATM,Offline,Off-Us,587424,534942,52482,283,150,433
2026-03-31,00:00-00:30,Current,BCMS,Online,On-Us,449169,665196,-216027,179,297,476
2026-03-31,00:00-00:30,Current,BCMS,Online,Off-Us,688511,420324,268187,81,110,191
2026-03-31,00:00-00:30,Current,ENET,Online,On-Us,203505,483673,-280168,161,252,413
2026-03-31,00:00-00:30,Current,ENET,Online,Off-Us,796863,557717,239146,105,296,401
2026-03-31,00:00-00:30,Current,TELL,Offline,On-Us,328705,607762,-279057,125,271,396
2026-03-31,00:00-00:30,Current,TELL,Offline,Off-Us,346028,352527,-6499,275,90,365
