Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-03-31,07:00-07:30,Fixed,ATM,Offline,On-Us,369170,508379,-139209,56,32,88
2026-03-31,07:00-07:30,Fixed,ATM,Offline,Off-Us,552081,577856,-25775,45,104,149
2026-03-31,07:00-07:30,Fixed,BCMS,Online,On-Us,347644,459203,-111559,231,219,450
2026-03-31,07:00-07:30,Fixed,BCMS,Online,Off-Us,216664,520557,-303893,25,222,247
2026-03-31,07:00-07:30,Fixed,ENET,Online,On-Us,474573,464871,9702,117,47,164
2026-03-31,07:00-07:30,Fixed,ENET,Online,Off-Us,625162,444548,180614,10,254,264
2026-03-31,07:00-07:30,Fixed,TELL,Offline,On-Us,476483,177637,298846,32,232,264
2026-03-31,07:00-07:30,Fixed,TELL,Offline,Off-Us,339205,445612,-106407,94,278,372
2026-03-31,07:00-07:30,Saving,ATM,Offline,On-Us,523334,298450,224884,236,222,458
2026-03-31,07:00-07:30,Saving,ATM,Offline,Off-Us,506363,464217,42146,18,122,140
2026-03-31,07:00-07:30,Saving,BCMS,Online,On-Us,633885,514019,119866,109,119,228
2026-03-31,07:00-07:30,Saving,BCMS,Online,Off-Us,718509,833515,-115006,70,170,240
2026-03-31,07:00-07:30,Saving,ENET,Online,On-Us,497850,390968,106882,285,108,393
2026-03-31,07:00-07:30,Saving,ENET,Online,Off-Us,581538,299436,282102,270,122,392
2026-03-31,07:00-07:30,Saving,TELL,Offline,On-Us,384597,613907,-229310,168,256,424
2026-03-31,07:00-07:30,Saving,TELL,Offline,Off-Us,467778,675442,-207664,101,36,137
2026-03-31,07:00-07:30,Current,ATM,Offline,On-Us,399118,372541,26577,240,231,471
2026-03-31,07:00-07:30,Current,ATM,Offline,Off-Us,846420,623447,222973,229,92,321
2026-03-31,07:00-07:30,Current,BCMS,Online,On-Us,434825,489336,-54511,118,250,368
2026-03-31,07:00-07:30,Current,BCMS,Online,Off-Us,496000,303619,192381,113,29,142
2026-03-31,07:00-07:30,Current,ENET,Online,On-Us,318099,552862,-234763,230,289,519
2026-03-31,07:00-07:30,Current,ENET,Online,Off-Us,519964,612486,-92522,186,277,463
2026-03-31,07:00-07:30,Current,TELL,Offline,On-Us,716771,923304,-206533,173,189,362
2026-03-31,07:00-07:30,Current,TELL,Offline,Off-Us,698120,731004,-32884,140,84,224
