Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-03-31,07:30-08:00,Fixed,ATM,Offline,On-Us,352270,440697,-88427,47,155,202
2026-03-31,07:30-08:00,Fixed,ATM,Offline,Off-Us,419116,690503,-271387,216,62,278
2026-03-31,07:30-08:00,Fixed,BCMS,Online,On-Us,132921,105077,27844,102,297,399
2026-03-31,07:30-08:00,Fixed,BCMS,Online,Off-Us,280908,271373,9535,212,296,508
2026-03-31,07:30-08:00,Fixed,ENET,Online,On-Us,429543,567951,-138408,54,275,329
2026-03-31,07:30-08:00,Fixed,ENET,Online,Off-Us,335663,817855,-482192,13,47,60
2026-03-31,07:30-08:00,Fixed,TELL,Offline,On-Us,0,543316,-543316,252,235,487
2026-03-31,07:30-08:00,Fixed,TELL,Offline,Off-Us,701560,157026,544534,71,49,120
2026-03-31,07:30-08:00,Saving,ATM,Offline,On-Us,712963,409578,303385,68,168,236
2026-03-31,07:30-08:00,Saving,ATM,Offline,Off-Us,246895,464650,-217755,238,58,296
2026-03-31,07:30-08:00,Saving,BCMS,Online,On-Us,741545,338884,402661,171,106,277
2026-03-31,07:30-08:00,Saving,BCMS,Online,Off-Us,186496,304089,-117593,60,68,128
2026-03-31,07:30-08:00,Saving,ENET,Online,On-Us,666349,877467,-211118,38,235,273
2026-03-31,07:30-08:00,Saving,ENET,Online,Off-Us,746462,308264,438198,16,236,252
2026-03-31,07:30-08:00,Saving,TELL,Offline,On-Us,802888,576110,226778,256,160,416
2026-03-31,07:30-08:00,Saving,TELL,Offline,Off-Us,497071,424410,72661,171,33,204
2026-03-31,07:30-08:00,Current,ATM,Offline,On-Us,0,675506,-675506,118,164,282
2026-03-31,07:30-08:00,Current,ATM,Offline,Off-Us,415109,365813,49296,125,105,230
2026-03-31,07:30-08:00,Current,BCMS,Online,On-Us,963161,708156,255005,273,195,468
2026-03-31,07:30-08:00,Current,BCMS,Online,Off-Us,254499,906214,-651715,149,129,278
2026-03-31,07:30-08:00,Current,ENET,Online,On-Us,158231,989024,-830793,250,142,392
2026-03-31,07:30-08:00,Current,ENET,Online,Off-Us,660386,429383,231003,201,180,381
2026-03-31,07:30-08:00,Current,TELL,Offline,On-Us,372806,237701,135105,273,300,573
2026-03-31,07:30-08:00,Current,TELL,Offline,Off-Us,462574,677534,-214960,125,73,198
