Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,01:30-02:00,Fixed,ATM,Offline,On-Us,519433339,527653499,-8220160,4965,1081,6046
2026-04-30,01:30-02:00,Fixed,ATM,Offline,Off-Us,774997975,782681376,-7683401,3523,3032,6555
2026-04-30,01:30-02:00,Fixed,BCMS,Online,On-Us,721905951,726665072,-4759121,2904,3793,6697
2026-04-30,01:30-02:00,Fixed,BCMS,Online,Off-Us,209610116,213634015,-4023899,1340,3130,4470
2026-04-30,01:30-02:00,Fixed,ENET,Online,On-Us,363151851,369715889,-6564038,3172,964,4136
2026-04-30,01:30-02:00,Fixed,ENET,Online,Off-Us,686742214,695348809,-8606595,941,984,1925
2026-04-30,01:30-02:00,Fixed,TELL,Offline,On-Us,675190929,681623490,-6432561,4313,2019,6332
2026-04-30,01:30-02:00,Fixed,TELL,Offline,Off-Us,712533892,716873832,-4339940,1191,1932,3123
2026-04-30,01:30-02:00,Saving,ATM,Offline,On-Us,744861025,748816043,-3955018,2774,3105,5879
2026-04-30,01:30-02:00,Saving,ATM,Offline,Off-Us,661732318,669761548,-8029230,2977,2001,4978
2026-04-30,01:30-02:00,Saving,BCMS,Online,On-Us,776350853,782348676,-5997823,2606,1192,3798
2026-04-30,01:30-02:00,Saving,BCMS,Online,Off-Us,737954049,745902660,-7948611,1443,959,2402
2026-04-30,01:30-02:00,Saving,ENET,Online,On-Us,311179168,318771013,-7591845,3565,4471,8036
2026-04-30,01:30-02:00,Saving,ENET,Online,Off-Us,404622487,412211584,-7589097,4921,3434,8355
2026-04-30,01:30-02:00,Saving,TELL,Offline,On-Us,640390941,644997152,-4606211,2306,4989,7295
2026-04-30,01:30-02:00,Saving,TELL,Offline,Off-Us,764698779,771351653,-6652874,4750,1508,6258
2026-04-30,01:30-02:00,Current,ATM,Offline,On-Us,497673970,503484470,-5810500,4437,1824,6261
2026-04-30,01:30-02:00,Current,ATM,Offline,Off-Us,692078875,699869232,-7790357,1319,832,2151
2026-04-30,01:30-02:00,Current,BCMS,Online,On-Us,777716455,782554761,-4838306,2520,801,3321
2026-04-30,01:30-02:00,Current,BCMS,Online,Off-Us,556350055,560835882,-4485827,2675,986,3661
2026-04-30,01:30-02:00,Current,ENET,Online,On-Us,254536996,260409682,-5872686,2626,1142,3768
2026-04-30,01:30-02:00,Current,ENET,Online,Off-Us,382912466,390605091,-7692625,4636,2699,7335
2026-04-30,01:30-02:00,Current,TELL,Offline,On-Us,330272797,336298229,-6025432,1190,1541,2731
2026-04-30,01:30-02:00,Current,TELL,Offline,Off-Us,697594135,702077976,-4483841,2564,1907,4471
