Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,21:00-21:30,Fixed,ATM,Offline,On-Us,703629247,711704903,-8075656,2444,3194,5638
2026-04-30,21:00-21:30,Fixed,ATM,Offline,Off-Us,306368429,314475500,-8107071,3614,4249,7863
2026-04-30,21:00-21:30,Fixed,BCMS,Online,On-Us,635308955,642703461,-7394506,948,1677,2625
2026-04-30,21:00-21:30,Fixed,BCMS,Online,Off-Us,290259156,300408477,-10149321,2833,4636,7469
2026-04-30,21:00-21:30,Fixed,ENET,Online,On-Us,266143992,271787809,-5643817,4880,1740,6620
2026-04-30,21:00-21:30,Fixed,ENET,Online,Off-Us,572956006,581245151,-8289145,970,1662,2632
2026-04-30,21:00-21:30,Fixed,TELL,Offline,On-Us,712522596,717585849,-5063253,4156,4272,8428
2026-04-30,21:00-21:30,Fixed,TELL,Offline,Off-Us,453222016,461329069,-8107053,4131,4436,8567
2026-04-30,21:00-21:30,Saving,ATM,Offline,On-Us,383125647,393138750,-10013103,2271,2913,5184
2026-04-30,21:00-21:30,Saving,ATM,Offline,Off-Us,567823589,577642940,-9819351,2333,2494,4827
2026-04-30,21:00-21:30,Saving,BCMS,Online,On-Us,522440291,530400530,-7960239,1810,1694,3504
2026-04-30,21:00-21:30,Saving,BCMS,Online,Off-Us,610707151,615914934,-5207783,871,2528,3399
2026-04-30,21:00-21:30,Saving,ENET,Online,On-Us,649696102,658226659,-8530557,3816,2689,6505
2026-04-30,21:00-21:30,Saving,ENET,Online,Off-Us,210175562,218796492,-8620930,4674,2854,7528
2026-04-30,21:00-21:30,Saving,TELL,Offline,On-Us,446057541,455293172,-9235631,1555,1690,3245
2026-04-30,21:00-21:30,Saving,TELL,Offline,Off-Us,364536340,372208307,-7671967,1991,2941,4932
2026-04-30,21:00-21:30,Current,ATM,Offline,On-Us,322772654,330332893,-7560239,1102,2234,3336
2026-04-30,21:00-21:30,Current,ATM,Offline,Off-Us,325144014,334888342,-9744328,1814,4883,6697
2026-04-30,21:00-21:30,Current,BCMS,Online,On-Us,303684035,313137959,-9453924,4890,2237,7127
2026-04-30,21:00-21:30,Current,BCMS,Online,Off-Us,324023157,330924792,-6901635,1722,4229,5951
2026-04-30,21:00-21:30,Current,ENET,Online,On-Us,304679603,310378587,-5698984,4737,1904,6641
2026-04-30,21:00-21:30,Current,ENET,Online,Off-Us,724494501,731423765,-6929264,3194,4459,7653
2026-04-30,21:00-21:30,Current,TELL,Offline,On-Us,411882921,418310661,-6427740,2344,1132,3476
2026-04-30,21:00-21:30,Current,TELL,Offline,Off-Us,611339510,617400678,-6061168,3608,2595,6203
