Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,02:30-03:00,Fixed,ATM,Offline,On-Us,263588974,272021479,-8432505,2444,1971,4415
2026-04-30,02:30-03:00,Fixed,ATM,Offline,Off-Us,457296943,465579200,-8282257,1820,1022,2842
2026-04-30,02:30-03:00,Fixed,BCMS,Online,On-Us,331211440,338760357,-7548917,4765,1375,6140
2026-04-30,02:30-03:00,Fixed,BCMS,Online,Off-Us,287897724,294051913,-6154189,1016,4586,5602
2026-04-30,02:30-03:00,Fixed,ENET,Online,On-Us,600486475,607036688,-6550213,4416,2995,7411
2026-04-30,02:30-03:00,Fixed,ENET,Online,Off-Us,433990786,438682103,-4691317,1919,1163,3082
2026-04-30,02:30-03:00,Fixed,TELL,Offline,On-Us,547912293,555698568,-7786275,2657,4331,6988
2026-04-30,02:30-03:00,Fixed,TELL,Offline,Off-Us,744334338,749047979,-4713641,936,2931,3867
2026-04-30,02:30-03:00,Saving,ATM,Offline,On-Us,455792860,459593114,-3800254,3485,2405,5890
2026-04-30,02:30-03:00,Saving,ATM,Offline,Off-Us,446401931,454696073,-8294142,919,1840,2759
2026-04-30,02:30-03:00,Saving,BCMS,Online,On-Us,272329220,277904022,-5574802,4175,4631,8806
2026-04-30,02:30-03:00,Saving,BCMS,Online,Off-Us,349782357,358192632,-8410275,2943,3446,6389
2026-04-30,02:30-03:00,Saving,ENET,Online,On-Us,487592210,493453136,-5860926,4453,3186,7639
2026-04-30,02:30-03:00,Saving,ENET,Online,Off-Us,572072650,579346706,-7274056,1073,4311,5384
2026-04-30,02:30-03:00,Saving,TELL,Offline,On-Us,676203495,683898943,-7695448,1707,4777,6484
2026-04-30,02:30-03:00,Saving,TELL,Offline,Off-Us,556398281,560289130,-3890849,3461,3527,6988
2026-04-30,02:30-03:00,Current,ATM,Offline,On-Us,347995573,355382619,-7387046,1200,3393,4593
2026-04-30,02:30-03:00,Current,ATM,Offline,Off-Us,716760125,722910505,-6150380,1709,1519,3228
2026-04-30,02:30-03:00,Current,BCMS,Online,On-Us,236446984,241522071,-5075087,3376,4472,7848
2026-04-30,02:30-03:00,Current,BCMS,Online,Off-Us,389484631,394304181,-4819550,4055,959,5014
2026-04-30,02:30-03:00,Current,ENET,Online,On-Us,493227532,498516834,-5289302,3716,3040,6756
2026-04-30,02:30-03:00,Current,ENET,Online,Off-Us,259914771,264249141,-4334370,2283,1199,3482
2026-04-30,02:30-03:00,Current,TELL,Offline,On-Us,764837487,771629197,-6791710,1988,4431,6419
2026-04-30,02:30-03:00,Current,TELL,Offline,Off-Us,767606306,772798793,-5192487,2700,3816,6516
