Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,11:00-11:30,Fixed,ATM,Offline,On-Us,251831876,268078955,-16247079,1340,4902,6242
2026-04-30,11:00-11:30,Fixed,ATM,Offline,Off-Us,240170186,273314838,-33144652,4121,2355,6476
2026-04-30,11:00-11:30,Fixed,BCMS,Online,On-Us,398298396,421781957,-23483561,3581,1411,4992
2026-04-30,11:00-11:30,Fixed,BCMS,Online,Off-Us,358443361,381442078,-22998717,1439,1932,3371
2026-04-30,11:00-11:30,Fixed,ENET,Online,On-Us,379942730,397853594,-17910864,4305,3151,7456
2026-04-30,11:00-11:30,Fixed,ENET,Online,Off-Us,662618981,686356453,-23737472,3979,892,4871
2026-04-30,11:00-11:30,Fixed,TELL,Offline,On-Us,220517602,243745875,-23228273,3271,3862,7133
2026-04-30,11:00-11:30,Fixed,TELL,Offline,Off-Us,508104401,541481132,-33376731,2474,4491,6965
2026-04-30,11:00-11:30,Saving,ATM,Offline,On-Us,422733740,445405096,-22671356,1823,2711,4534
2026-04-30,11:00-11:30,Saving,ATM,Offline,Off-Us,592777328,611223668,-18446340,2787,2580,5367
2026-04-30,11:00-11:30,Saving,BCMS,Online,On-Us,515069526,536846482,-21776956,3070,3223,6293
2026-04-30,11:00-11:30,Saving,BCMS,Online,Off-Us,243840331,258485306,-14644975,3213,2873,6086
2026-04-30,11:00-11:30,Saving,ENET,Online,On-Us,689152424,719674280,-30521856,3527,4976,8503
2026-04-30,11:00-11:30,Saving,ENET,Online,Off-Us,781464765,799951330,-18486565,3919,4570,8489
2026-04-30,11:00-11:30,Saving,TELL,Offline,On-Us,427072344,452218294,-25145950,988,1329,2317
2026-04-30,11:00-11:30,Saving,TELL,Offline,Off-Us,271316013,294157272,-22841259,2552,2257,4809
2026-04-30,11:00-11:30,Current,ATM,Offline,On-Us,699308593,717797652,-18489059,3057,3730,6787
2026-04-30,11:00-11:30,Current,ATM,Offline,Off-Us,445714551,474382237,-28667686,4188,3496,7684
2026-04-30,11:00-11:30,Current,BCMS,Online,On-Us,650804790,671665057,-20860267,2626,3965,6591
2026-04-30,11:00-11:30,Current,BCMS,Online,Off-Us,262120595,291596655,-29476060,2151,3663,5814
2026-04-30,11:00-11:30,Current,ENET,Online,On-Us,480105031,510831348,-30726317,2826,3717,6543
2026-04-30,11:00-11:30,Current,ENET,Online,Off-Us,326471746,350929902,-24458156,4089,1818,5907
2026-04-30,11:00-11:30,Current,TELL,Offline,On-Us,429316951,445185707,-15868756,3094,4781,7875
2026-04-30,11:00-11:30,Current,TELL,Offline,Off-Us,387579217,412592533,-25013316,1679,3192,4871
