Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,04:30-05:00,Fixed,ATM,Offline,On-Us,360691513,376094250,-15402737,1340,1781,3121
2026-04-30,04:30-05:00,Fixed,ATM,Offline,Off-Us,639705879,650815696,-11109817,2433,2039,4472
2026-04-30,04:30-05:00,Fixed,BCMS,Online,On-Us,474230557,491151390,-16920833,4960,3226,8186
2026-04-30,04:30-05:00,Fixed,BCMS,Online,Off-Us,562363897,570055927,-7692030,2469,4924,7393
2026-04-30,04:30-05:00,Fixed,ENET,Online,On-Us,633427909,649185717,-15757808,4775,1709,6484
2026-04-30,04:30-05:00,Fixed,ENET,Online,Off-Us,757828710,768692536,-10863826,4917,4560,9477
2026-04-30,04:30-05:00,Fixed,TELL,Offline,On-Us,268783945,281364686,-12580741,3093,4917,8010
2026-04-30,04:30-05:00,Fixed,TELL,Offline,Off-Us,311533464,325550057,-14016593,4238,4269,8507
2026-04-30,04:30-05:00,Saving,ATM,Offline,On-Us,759266679,776443159,-17176480,4991,3416,8407
2026-04-30,04:30-05:00,Saving,ATM,Offline,Off-Us,260672973,274171415,-13498442,2468,3827,6295
2026-04-30,04:30-05:00,Saving,BCMS,Online,On-Us,761040829,778260461,-17219632,3768,2655,6423
2026-04-30,04:30-05:00,Saving,BCMS,Online,Off-Us,486674711,498181003,-11506292,4495,3199,7694
2026-04-30,04:30-05:00,Saving,ENET,Online,On-Us,212684861,230401098,-17716237,2306,2223,4529
2026-04-30,04:30-05:00,Saving,ENET,Online,Off-Us,737242777,748452582,-11209805,2174,1445,3619
2026-04-30,04:30-05:00,Saving,TELL,Offline,On-Us,643526228,660765378,-17239150,2654,2697,5351
2026-04-30,04:30-05:00,Saving,TELL,Offline,Off-Us,339130687,354161742,-15031055,2095,2194,4289
2026-04-30,04:30-05:00,Current,ATM,Offline,On-Us,597225880,610516068,-13290188,1298,1878,3176
2026-04-30,04:30-05:00,Current,ATM,Offline,Off-Us,535602918,547601486,-11998568,4358,1376,5734
2026-04-30,04:30-05:00,Current,BCMS,Online,On-Us,478992541,490544012,-11551471,2371,2079,4450
2026-04-30,04:30-05:00,Current,BCMS,Online,Off-Us,304194832,319196919,-15002087,2745,4634,7379
2026-04-30,04:30-05:00,Current,ENET,Online,On-Us,566353941,576298659,-9944718,1956,2032,3988
2026-04-30,04:30-05:00,Current,ENET,Online,Off-Us,743044594,760661645,-17617051,1535,2554,4089
2026-04-30,04:30-05:00,Current,TELL,Offline,On-Us,734887513,743238029,-8350516,2031,1845,3876
2026-04-30,04:30-05:00,Current,TELL,Offline,Off-Us,721202722,733506645,-12303923,2378,2333,4711
