Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,02:00-02:30,Fixed,ATM,Offline,On-Us,717504829,725656047,-8151218,846,4233,5079
2026-04-30,02:00-02:30,Fixed,ATM,Offline,Off-Us,276962474,285061709,-8099235,3406,3348,6754
2026-04-30,02:00-02:30,Fixed,BCMS,Online,On-Us,797042088,801841837,-4799749,4834,3660,8494
2026-04-30,02:00-02:30,Fixed,BCMS,Online,Off-Us,670828869,677789670,-6960801,3049,3710,6759
2026-04-30,02:00-02:30,Fixed,ENET,Online,On-Us,658650301,665369892,-6719591,1940,1810,3750
2026-04-30,02:00-02:30,Fixed,ENET,Online,Off-Us,302487384,310622136,-8134752,4182,1890,6072
2026-04-30,02:00-02:30,Fixed,TELL,Offline,On-Us,507258714,513956463,-6697749,3975,2352,6327
2026-04-30,02:00-02:30,Fixed,TELL,Offline,Off-Us,424193031,430241761,-6048730,4052,956,5008
2026-04-30,02:00-02:30,Saving,ATM,Offline,On-Us,287935415,292713650,-4778235,2598,2703,5301
2026-04-30,02:00-02:30,Saving,ATM,Offline,Off-Us,722931767,729918157,-6986390,1943,3536,5479
2026-04-30,02:00-02:30,Saving,BCMS,Online,On-Us,235609138,242054168,-6445030,1916,4876,6792
2026-04-30,02:00-02:30,Saving,BCMS,Online,Off-Us,219675235,225254878,-5579643,4606,2435,7041
2026-04-30,02:00-02:30,Saving,ENET,Online,On-Us,681928070,687961353,-6033283,1495,2751,4246
2026-04-30,02:00-02:30,Saving,ENET,Online,Off-Us,696107174,703823311,-7716137,2086,1637,3723
2026-04-30,02:00-02:30,Saving,TELL,Offline,On-Us,464627779,470407127,-5779348,2848,4288,7136
2026-04-30,02:00-02:30,Saving,TELL,Offline,Off-Us,295571619,302893202,-7321583,2225,1156,3381
2026-04-30,02:00-02:30,Current,ATM,Offline,On-Us,744437274,752482960,-8045686,1229,2507,3736
2026-04-30,02:00-02:30,Current,ATM,Offline,Off-Us,483410283,490430320,-7020037,1324,3067,4391
2026-04-30,02:00-02:30,Current,BCMS,Online,On-Us,712272174,717231698,-4959524,1121,2727,3848
2026-04-30,02:00-02:30,Current,BCMS,Online,Off-Us,630318532,635924058,-5605526,1003,2680,3683
2026-04-30,02:00-02:30,Current,ENET,Online,On-Us,285825147,290156277,-4331130,3609,4417,8026
2026-04-30,02:00-02:30,Current,ENET,Online,Off-Us,389702113,394033129,-4331016,3900,4279,8179
2026-04-30,02:00-02:30,Current,TELL,Offline,On-Us,418358004,423913834,-5555830,4469,3072,7541
2026-04-30,02:00-02:30,Current,TELL,Offline,Off-Us,201432852,205332629,-3899777,4102,1297,5399
