Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,00:30-01:00,Fixed,ATM,Offline,On-Us,263128910,269131178,-6002268,2940,4497,7437
2026-04-30,00:30-01:00,Fixed,ATM,Offline,Off-Us,617537165,626045916,-8508751,1026,3715,4741
2026-04-30,00:30-01:00,Fixed,BCMS,Online,On-Us,470245380,478052539,-7807159,3940,3738,7678
2026-04-30,00:30-01:00,Fixed,BCMS,Online,Off-Us,471194381,476269522,-5075141,802,2574,3376
2026-04-30,00:30-01:00,Fixed,ENET,Online,On-Us,669615175,676375151,-6759976,4748,1686,6434
2026-04-30,00:30-01:00,Fixed,ENET,Online,Off-Us,701438312,706374744,-4936432,1084,4697,5781
2026-04-30,00:30-01:00,Fixed,TELL,Offline,On-Us,278535547,283808549,-5273002,884,1704,2588
2026-04-30,00:30-01:00,Fixed,TELL,Offline,Off-Us,760533962,764375732,-3841770,1563,1438,3001
2026-04-30,00:30-01:00,Saving,ATM,Offline,On-Us,580108133,587326583,-7218450,4215,2740,6955
2026-04-30,00:30-01:00,Saving,ATM,Offline,Off-Us,252585591,257483960,-4898369,4415,2666,7081
2026-04-30,00:30-01:00,Saving,BCMS,Online,On-Us,305054193,312666673,-7612480,2469,3278,5747
2026-04-30,00:30-01:00,Saving,BCMS,Online,Off-Us,359249749,367082661,-7832912,2172,2683,4855
2026-04-30,00:30-01:00,Saving,ENET,Online,On-Us,482522431,487222154,-4699723,3584,3002,6586
2026-04-30,00:30-01:00,Saving,ENET,Online,Off-Us,773822601,778849884,-5027283,4025,1813,5838
2026-04-30,00:30-01:00,Saving,TELL,Offline,On-Us,490532093,497065719,-6533626,4298,1590,5888
2026-04-30,00:30-01:00,Saving,TELL,Offline,Off-Us,665807549,672323655,-6516106,4391,981,5372
2026-04-30,00:30-01:00,Current,ATM,Offline,On-Us,668821024,676201212,-7380188,1248,3168,4416
2026-04-30,00:30-01:00,Current,ATM,Offline,Off-Us,557252733,563332861,-6080128,4432,3188,7620
2026-04-30,00:30-01:00,Current,BCMS,Online,On-Us,774283585,780614930,-6331345,3417,1244,4661
2026-04-30,00:30-01:00,Current,BCMS,Online,Off-Us,430790527,439057940,-8267413,1328,1158,2486
2026-04-30,00:30-01:00,Current,ENET,Online,On-Us,522406343,530161165,-7754822,1564,4812,6376
2026-04-30,00:30-01:00,Current,ENET,Online,Off-Us,281997797,285999812,-4002015,1953,1975,3928
2026-04-30,00:30-01:00,Current,TELL,Offline,On-Us,441346192,448551455,-7205263,3300,2410,5710
2026-04-30,00:30-01:00,Current,TELL,Offline,Off-Us,600727862,605163239,-4435377,1322,2734,4056
