Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,07:30-08:00,Fixed,ATM,Offline,On-Us,332454335,349079993,-16625658,2966,1013,3979
2026-04-30,07:30-08:00,Fixed,ATM,Offline,Off-Us,756638521,771756725,-15118204,3518,1047,4565
2026-04-30,07:30-08:00,Fixed,BCMS,Online,On-Us,522596983,530995806,-8398823,1937,4056,5993
2026-04-30,07:30-08:00,Fixed,BCMS,Online,Off-Us,712594705,729467034,-16872329,1148,2118,3266
2026-04-30,07:30-08:00,Fixed,ENET,Online,On-Us,322861421,335008105,-12146684,1768,4564,6332
2026-04-30,07:30-08:00,Fixed,ENET,Online,Off-Us,714141551,723663085,-9521534,1564,4036,5600
2026-04-30,07:30-08:00,Fixed,TELL,Offline,On-Us,632041074,641527778,-9486704,3278,2715,5993
2026-04-30,07:30-08:00,Fixed,TELL,Offline,Off-Us,539309868,548131894,-8822026,2259,3721,5980
2026-04-30,07:30-08:00,Saving,ATM,Offline,On-Us,280095652,291341015,-11245363,4602,2846,7448
2026-04-30,07:30-08:00,Saving,ATM,Offline,Off-Us,413346212,429918216,-16572004,1936,840,2776
2026-04-30,07:30-08:00,Saving,BCMS,Online,On-Us,431093622,442908927,-11815305,2136,3999,6135
2026-04-30,07:30-08:00,Saving,BCMS,Online,Off-Us,557807071,575370458,-17563387,4773,4533,9306
2026-04-30,07:30-08:00,Saving,ENET,Online,On-Us,790487061,804769657,-14282596,1895,1517,3412
2026-04-30,07:30-08:00,Saving,ENET,Online,Off-Us,448943099,467006516,-18063417,4059,1656,5715
2026-04-30,07:30-08:00,Saving,TELL,Offline,On-Us,722293992,739961115,-17667123,3750,4696,8446
2026-04-30,07:30-08:00,Saving,TELL,Offline,Off-Us,416625517,432344164,-15718647,1278,1410,2688
2026-04-30,07:30-08:00,Current,ATM,Offline,On-Us,782571381,794416767,-11845386,4453,837,5290
2026-04-30,07:30-08:00,Current,ATM,Offline,Off-Us,419439425,431013463,-11574038,2219,803,3022
2026-04-30,07:30-08:00,Current,BCMS,Online,On-Us,299368518,314185624,-14817106,1901,839,2740
2026-04-30,07:30-08:00,Current,BCMS,Online,Off-Us,477578856,493945759,-16366903,4673,2871,7544
2026-04-30,07:30-08:00,Current,ENET,Online,On-Us,705385263,714738098,-9352835,1081,1111,2192
2026-04-30,07:30-08:00,Current,ENET,Online,Off-Us,287160451,299255241,-12094790,1193,1303,2496
2026-04-30,07:30-08:00,Current,TELL,Offline,On-Us,455465898,467270315,-11804417,811,2149,2960
2026-04-30,07:30-08:00,Current,TELL,Offline,Off-Us,749819707,767044428,-17224721,3485,2050,5535
