Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-30,22:00-22:30,Fixed,ATM,Offline,On-Us,649140247,654153541,-5013294,3386,4352,7738
2026-04-30,22:00-22:30,Fixed,ATM,Offline,Off-Us,327082103,334559742,-7477639,2432,2438,4870
2026-04-30,22:00-22:30,Fixed,BCMS,Online,On-Us,647132014,657042961,-9910947,1361,2443,3804
2026-04-30,22:00-22:30,Fixed,BCMS,Online,Off-Us,798374742,807593747,-9219005,818,4111,4929
2026-04-30,22:00-22:30,Fixed,ENET,Online,On-Us,665016336,674192292,-9175956,3560,4529,8089
2026-04-30,22:00-22:30,Fixed,ENET,Online,Off-Us,389860011,399213172,-9353161,1396,3755,5151
2026-04-30,22:00-22:30,Fixed,TELL,Offline,On-Us,624862654,632808336,-7945682,3447,4334,7781
2026-04-30,22:00-22:30,Fixed,TELL,Offline,Off-Us,658872048,667401286,-8529238,4980,2686,7666
2026-04-30,22:00-22:30,Saving,ATM,Offline,On-Us,243123271,251257475,-8134204,1799,4051,5850
2026-04-30,22:00-22:30,Saving,ATM,Offline,Off-Us,642710466,652399671,-9689205,1243,3112,4355
2026-04-30,22:00-22:30,Saving,BCMS,Online,On-Us,794202875,800197619,-5994744,4646,3979,8625
2026-04-30,22:00-22:30,Saving,BCMS,Online,Off-Us,404488375,415171021,-10682646,1260,4070,5330
2026-04-30,22:00-22:30,Saving,ENET,Online,On-Us,364876273,373997571,-9121298,2589,3438,6027
2026-04-30,22:00-22:30,Saving,ENET,Online,Off-Us,460192279,467330866,-7138587,2509,3006,5515
2026-04-30,22:00-22:30,Saving,TELL,Offline,On-Us,687490438,697710087,-10219649,2959,4001,6960
2026-04-30,22:00-22:30,Saving,TELL,Offline,Off-Us,557662843,564130071,-6467228,2582,825,3407
2026-04-30,22:00-22:30,Current,ATM,Offline,On-Us,235599087,241813160,-6214073,3626,2085,5711
2026-04-30,22:00-22:30,Current,ATM,Offline,Off-Us,450469692,456349051,-5879359,2362,1716,4078
2026-04-30,22:00-22:30,Current,BCMS,Online,On-Us,472859514,478369297,-5509783,2285,4892,7177
2026-04-30,22:00-22:30,Current,BCMS,Online,Off-Us,328271396,334010671,-5739275,2126,1339,3465
2026-04-30,22:00-22:30,Current,ENET,Online,On-Us,797916771,806335533,-8418762,4686,4074,8760
2026-04-30,22:00-22:30,Current,ENET,Online,Off-Us,684617415,695442078,-10824663,3805,4449,8254
2026-04-30,22:00-22:30,Current,TELL,Offline,On-Us,524828824,529855382,-5026558,4300,4142,8442
2026-04-30,22:00-22:30,Current,TELL,Offline,Off-Us,738174302,743156012,-4981710,1719,2284,4003
