Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-03-31,03:30-04:00,Fixed,ATM,Offline,On-Us,383225,503448,-120223,175,175,350
2026-03-31,03:30-04:00,Fixed,ATM,Offline,Off-Us,502957,324829,178128,130,192,322
2026-03-31,03:30-04:00,Fixed,BCMS,Online,On-Us,559280,191643,367637,207,99,306
2026-03-31,03:30-04:00,Fixed,BCMS,Online,Off-Us,169968,695206,-525238,134,69,203
2026-03-31,03:30-04:00,Fixed,ENET,Online,On-Us,440690,473059,-32369,75,232,307
2026-03-31,03:30-04:00,Fixed,ENET,Online,Off-Us,540269,765159,-224890,33,98,131
2026-03-31,03:30-04:00,Fixed,TELL,Offline,On-Us,583724,809405,-225681,133,96,229
2026-03-31,03:30-04:00,Fixed,TELL,Offline,Off-Us,498980,290937,208043,205,231,436
2026-03-31,03:30-04:00,Saving,ATM,Offline,On-Us,495152,829274,-334122,277,292,569
2026-03-31,03:30-04:00,Saving,ATM,Offline,Off-Us,506355,641407,-135052,207,90,297
2026-03-31,03:30-04:00,Saving,BCMS,Online,On-Us,556412,647993,-91581,55,98,153
2026-03-31,03:30-04:00,Saving,BCMS,Online,Off-Us,265726,356216,-90490,64,232,296
2026-03-31,03:30-04:00,Saving,ENET,Online,On-Us,319272,550533,-231261,197,106,303
2026-03-31,03:30-04:00,Saving,ENET,Online,Off-Us,591943,848542,-256599,170,277,447
2026-03-31,03:30-04:00,Saving,TELL,Offline,On-Us,594986,561423,33563,203,259,462
2026-03-31,03:30-04:00,Saving,TELL,Offline,Off-Us,778218,163486,614732,97,234,331
2026-03-31,03:30-04:00,Current,ATM,Offline,On-Us,421385,535221,-113836,224,270,494
2026-03-31,03:30-04:00,Current,ATM,Offline,Off-Us,354114,523311,-169197,285,76,361
2026-03-31,03:30-04:00,Current,BCMS,Online,On-Us,206219,393316,-187097,246,21,267
2026-03-31,03:30-04:00,Current,BCMS,Online,Off-Us,578634,719215,-140581,167,184,351
2026-03-31,03:30-04:00,Current,ENET,Online,On-Us,328075,188941,139134,202,53,255
2026-03-31,03:30-04:00,Current,ENET,Online,Off-Us,381367,698765,-317398,73,165,238
2026-03-31,03:30-04:00,Current,TELL,Offline,On-Us,199762,421319,-221557,124,81,205
2026-03-31,03:30-04:00,Current,TELL,Offline,Off-Us,285456,450590,-165134,214,48,262
