Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-28,22:00-22:30,Fixed,ATM,Offline,On-Us,922878,959383,-36505,72,207,279
2026-04-28,22:00-22:30,Fixed,ATM,Offline,Off-Us,471980,329839,142141,204,237,441
2026-04-28,22:00-22:30,Fixed,BCMS,Online,On-Us,481984,37728,444256,28,101,129
2026-04-28,22:00-22:30,Fixed,BCMS,Online,Off-Us,583707,691442,-107735,167,95,262
2026-04-28,22:00-22:30,Fixed,ENET,Online,On-Us,515353,451601,63752,80,170,250
2026-04-28,22:00-22:30,Fixed,ENET,Online,Off-Us,750490,407980,342510,261,67,328
2026-04-28,22:00-22:30,Fixed,TELL,Offline,On-Us,596487,707814,-111327,263,294,557
2026-04-28,22:00-22:30,Fixed,TELL,Offline,Off-Us,718666,565593,153073,252,254,506
2026-04-28,22:00-22:30,Saving,ATM,Offline,On-Us,589567,895852,-306285,92,270,362
2026-04-28,22:00-22:30,Saving,ATM,Offline,Off-Us,58444,410396,-351952,146,264,410
2026-04-28,22:00-22:30,Saving,BCMS,Online,On-Us,619755,396149,223606,192,156,348
2026-04-28,22:00-22:30,Saving,BCMS,Online,Off-Us,336050,64407,271643,26,34,60
2026-04-28,22:00-22:30,Saving,ENET,Online,On-Us,134425,877589,-743164,199,189,388
2026-04-28,22:00-22:30,Saving,ENET,Online,Off-Us,848878,778103,70775,25,185,210
2026-04-28,22:00-22:30,Saving,TELL,Offline,On-Us,399060,102078,296982,231,187,418
2026-04-28,22:00-22:30,Saving,TELL,Offline,Off-Us,374725,431939,-57214,191,39,230
2026-04-28,22:00-22:30,Current,ATM,Offline,On-Us,693360,256092,437268,138,131,269
2026-04-28,22:00-22:30,Current,ATM,Offline,Off-Us,679564,327260,352304,55,44,99
2026-04-28,22:00-22:30,Current,BCMS,Online,On-Us,911149,319723,591426,70,183,253
2026-04-28,22:00-22:30,Current,BCMS,Online,Off-Us,178026,20669,157357,287,177,464
2026-04-28,22:00-22:30,Current,ENET,Online,On-Us,39193,483298,-444105,228,274,502
2026-04-28,22:00-22:30,Current,ENET,Online,Off-Us,945196,441631,503565,148,21,169
2026-04-28,22:00-22:30,Current,TELL,Offline,On-Us,729765,492516,237249,23,173,196
2026-04-28,22:00-22:30,Current,TELL,Offline,Off-Us,396086,598059,-201973,211,176,387
