Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-28,03:00-03:30,Fixed,ATM,Offline,On-Us,249136,535740,-286604,159,35,194
2026-04-28,03:00-03:30,Fixed,ATM,Offline,Off-Us,971489,400118,571371,210,224,434
2026-04-28,03:00-03:30,Fixed,BCMS,Online,On-Us,1003174,826394,176780,172,293,465
2026-04-28,03:00-03:30,Fixed,BCMS,Online,Off-Us,56415,13595,42820,140,114,254
2026-04-28,03:00-03:30,Fixed,ENET,Online,On-Us,650706,911055,-260349,238,126,364
2026-04-28,03:00-03:30,Fixed,ENET,Online,Off-Us,955762,664575,291187,200,290,490
2026-04-28,03:00-03:30,Fixed,TELL,Offline,On-Us,774320,632697,141623,112,110,222
2026-04-28,03:00-03:30,Fixed,TELL,Offline,Off-Us,308467,470616,-162149,102,49,151
2026-04-28,03:00-03:30,Saving,ATM,Offline,On-Us,196059,1009228,-813169,100,274,374
2026-04-28,03:00-03:30,Saving,ATM,Offline,Off-Us,125151,395521,-270370,32,230,262
2026-04-28,03:00-03:30,Saving,BCMS,Online,On-Us,292670,583635,-290965,147,77,224
2026-04-28,03:00-03:30,Saving,BCMS,Online,Off-Us,168746,612353,-443607,142,13,155
2026-04-28,03:00-03:30,Saving,ENET,Online,On-Us,346620,488983,-142363,91,31,122
2026-04-28,03:00-03:30,Saving,ENET,Online,Off-Us,161169,973737,-812568,177,37,214
2026-04-28,03:00-03:30,Saving,TELL,Offline,On-Us,811242,977673,-166431,166,262,428
2026-04-28,03:00-03:30,Saving,TELL,Offline,Off-Us,828278,600495,227783,293,194,487
2026-04-28,03:00-03:30,Current,ATM,Offline,On-Us,76421,822116,-745695,174,280,454
2026-04-28,03:00-03:30,Current,ATM,Offline,Off-Us,230646,1003474,-772828,106,277,383
2026-04-28,03:00-03:30,Current,BCMS,Online,On-Us,71488,824451,-752963,270,92,362
2026-04-28,03:00-03:30,Current,BCMS,Online,Off-Us,436135,569460,-133325,286,217,503
2026-04-28,03:00-03:30,Current,ENET,Online,On-Us,96411,366375,-269964,125,120,245
2026-04-28,03:00-03:30,Current,ENET,Online,Off-Us,695556,348005,347551,181,195,376
2026-04-28,03:00-03:30,Current,TELL,Offline,On-Us,307835,229056,78779,283,254,537
2026-04-28,03:00-03:30,Current,TELL,Offline,Off-Us,588602,863699,-275097,16,69,85
