Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-28,00:00-00:30,Fixed,ATM,Offline,On-Us,717659,113355,604304,258,43,301
2026-04-28,00:00-00:30,Fixed,ATM,Offline,Off-Us,352618,289913,62705,178,152,330
2026-04-28,00:00-00:30,Fixed,BCMS,Online,On-Us,273832,687991,-414159,164,107,271
2026-04-28,00:00-00:30,Fixed,BCMS,Online,Off-Us,157212,542421,-385209,135,40,175
2026-04-28,00:00-00:30,Fixed,ENET,Online,On-Us,844554,898960,-54406,218,174,392
2026-04-28,00:00-00:30,Fixed,ENET,Online,Off-Us,713824,146726,567098,25,265,290
2026-04-28,00:00-00:30,Fixed,TELL,Offline,On-Us,309963,272028,37935,226,218,444
2026-04-28,00:00-00:30,Fixed,TELL,Offline,Off-Us,407135,772519,-365384,30,108,138
2026-04-28,00:00-00:30,Saving,ATM,Offline,On-Us,359836,761842,-402006,125,284,409
2026-04-28,00:00-00:30,Saving,ATM,Offline,Off-Us,669320,823024,-153704,255,194,449
2026-04-28,00:00-00:30,Saving,BCMS,Online,On-Us,531958,314777,217181,99,296,395
2026-04-28,00:00-00:30,Saving,BCMS,Online,Off-Us,189934,308054,-118120,61,252,313
2026-04-28,00:00-00:30,Saving,ENET,Online,On-Us,134159,776909,-642750,144,297,441
2026-04-28,00:00-00:30,Saving,ENET,Online,Off-Us,799977,956956,-156979,105,182,287
2026-04-28,00:00-00:30,Saving,TELL,Offline,On-Us,686224,93637,592587,125,192,317
2026-04-28,00:00-00:30,Saving,TELL,Offline,Off-Us,234176,780360,-546184,169,226,395
2026-04-28,00:00-00:30,Current,ATM,Offline,On-Us,826372,929922,-103550,181,201,382
2026-04-28,00:00-00:30,Current,ATM,Offline,Off-Us,273216,614015,-340799,162,248,410
2026-04-28,00:00-00:30,Current,BCMS,Online,On-Us,892562,123502,769060,252,38,290
2026-04-28,00:00-00:30,Current,BCMS,Online,Off-Us,908479,665213,243266,48,252,300
2026-04-28,00:00-00:30,Current,ENET,Online,On-Us,932630,203993,728637,268,72,340
2026-04-28,00:00-00:30,Current,ENET,Online,Off-Us,909637,713763,195874,207,282,489
2026-04-28,00:00-00:30,Current,TELL,Offline,On-Us,312848,433174,-120326,39,88,127
2026-04-28,00:00-00:30,Current,TELL,Offline,Off-Us,144037,210026,-65989,187,220,407
