Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-02,03:00-03:30,Fixed,ATM,Offline,On-Us,180777,542198,-361421,275,36,311
2026-05-02,03:00-03:30,Fixed,ATM,Offline,Off-Us,746261,606154,140107,297,119,416
2026-05-02,03:00-03:30,Fixed,BCMS,Online,On-Us,175933,152783,23150,74,33,107
2026-05-02,03:00-03:30,Fixed,BCMS,Online,Off-Us,855862,122655,733207,19,105,124
2026-05-02,03:00-03:30,Fixed,ENET,Online,On-Us,241192,184265,56927,13,19,32
2026-05-02,03:00-03:30,Fixed,ENET,Online,Off-Us,66092,725263,-659171,279,208,487
2026-05-02,03:00-03:30,Fixed,TELL,Offline,On-Us,483717,455051,28666,206,69,275
2026-05-02,03:00-03:30,Fixed,TELL,Offline,Off-Us,47510,954246,-906736,27,271,298
2026-05-02,03:00-03:30,Saving,ATM,Offline,On-Us,882140,662048,220092,297,257,554
2026-05-02,03:00-03:30,Saving,ATM,Offline,Off-Us,749591,404995,344596,74,16,90
2026-05-02,03:00-03:30,Saving,BCMS,Online,On-Us,574348,87672,486676,163,107,270
2026-05-02,03:00-03:30,Saving,BCMS,Online,Off-Us,390774,402355,-11581,59,158,217
2026-05-02,03:00-03:30,Saving,ENET,Online,On-Us,64709,961826,-897117,132,294,426
2026-05-02,03:00-03:30,Saving,ENET,Online,Off-Us,303419,973661,-670242,175,135,310
2026-05-02,03:00-03:30,Saving,TELL,Offline,On-Us,672297,989232,-316935,55,272,327
2026-05-02,03:00-03:30,Saving,TELL,Offline,Off-Us,791797,49665,742132,259,152,411
2026-05-02,03:00-03:30,Current,ATM,Offline,On-Us,441597,821075,-379478,293,81,374
2026-05-02,03:00-03:30,Current,ATM,Offline,Off-Us,204459,330156,-125697,170,220,390
2026-05-02,03:00-03:30,Current,BCMS,Online,On-Us,908438,617298,291140,173,61,234
2026-05-02,03:00-03:30,Current,BCMS,Online,Off-Us,36563,3827,32736,113,19,132
2026-05-02,03:00-03:30,Current,ENET,Online,On-Us,479245,875876,-396631,218,104,322
2026-05-02,03:00-03:30,Current,ENET,Online,Off-Us,3678,388034,-384356,154,179,333
2026-05-02,03:00-03:30,Current,TELL,Offline,On-Us,998765,778247,220518,206,235,441
2026-05-02,03:00-03:30,Current,TELL,Offline,Off-Us,874607,78153,796454,181,21,202
