Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-02,12:00-12:30,Fixed,ATM,Offline,On-Us,855864,211084,644780,209,188,397
2026-05-02,12:00-12:30,Fixed,ATM,Offline,Off-Us,447354,724174,-276820,29,142,171
2026-05-02,12:00-12:30,Fixed,BCMS,Online,On-Us,899574,346686,552888,28,22,50
2026-05-02,12:00-12:30,Fixed,BCMS,Online,Off-Us,426462,256129,170333,192,172,364
2026-05-02,12:00-12:30,Fixed,ENET,Online,On-Us,732987,231306,501681,252,112,364
2026-05-02,12:00-12:30,Fixed,ENET,Online,Off-Us,39463,617467,-578004,209,150,359
2026-05-02,12:00-12:30,Fixed,TELL,Offline,On-Us,592493,447348,145145,107,248,355
2026-05-02,12:00-12:30,Fixed,TELL,Offline,Off-Us,462819,82919,379900,68,300,368
2026-05-02,12:00-12:30,Saving,ATM,Offline,On-Us,681651,375488,306163,82,205,287
2026-05-02,12:00-12:30,Saving,ATM,Offline,Off-Us,233559,336693,-103134,117,36,153
2026-05-02,12:00-12:30,Saving,BCMS,Online,On-Us,728468,388981,339487,250,15,265
2026-05-02,12:00-12:30,Saving,BCMS,Online,Off-Us,187953,385883,-197930,191,67,258
2026-05-02,12:00-12:30,Saving,ENET,Online,On-Us,169357,554713,-385356,94,247,341
2026-05-02,12:00-12:30,Saving,ENET,Online,Off-Us,433612,707181,-273569,117,229,346
2026-05-02,12:00-12:30,Saving,TELL,Offline,On-Us,314268,246174,68094,52,171,223
2026-05-02,12:00-12:30,Saving,TELL,Offline,Off-Us,643911,304066,339845,280,297,577
2026-05-02,12:00-12:30,Current,ATM,Offline,On-Us,881323,597601,283722,183,212,395
2026-05-02,12:00-12:30,Current,ATM,Offline,Off-Us,365618,967419,-601801,156,222,378
2026-05-02,12:00-12:30,Current,BCMS,Online,On-Us,689395,455736,233659,138,163,301
2026-05-02,12:00-12:30,Current,BCMS,Online,Off-Us,346457,790331,-443874,146,160,306
2026-05-02,12:00-12:30,Current,ENET,Online,On-Us,781534,232161,549373,169,142,311
2026-05-02,12:00-12:30,Current,ENET,Online,Off-Us,823724,76539,747185,168,73,241
2026-05-02,12:00-12:30,Current,TELL,Offline,On-Us,414734,597043,-182309,137,135,272
2026-05-02,12:00-12:30,Current,TELL,Offline,Off-Us,874285,739966,134319,144,152,296
