Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-02,09:00-09:30,Fixed,ATM,Offline,On-Us,753682,280049,473633,201,250,451
2026-05-02,09:00-09:30,Fixed,ATM,Offline,Off-Us,816171,763116,53055,211,299,510
2026-05-02,09:00-09:30,Fixed,BCMS,Online,On-Us,707935,281608,426327,267,180,447
2026-05-02,09:00-09:30,Fixed,BCMS,Online,Off-Us,834735,475562,359173,217,148,365
2026-05-02,09:00-09:30,Fixed,ENET,Online,On-Us,756805,809593,-52788,183,113,296
2026-05-02,09:00-09:30,Fixed,ENET,Online,Off-Us,378003,251583,126420,235,200,435
2026-05-02,09:00-09:30,Fixed,TELL,Offline,On-Us,591729,495125,96604,150,212,362
2026-05-02,09:00-09:30,Fixed,TELL,Offline,Off-Us,405441,976426,-570985,269,206,475
2026-05-02,09:00-09:30,Saving,ATM,Offline,On-Us,1009018,846088,162930,44,231,275
2026-05-02,09:00-09:30,Saving,ATM,Offline,Off-Us,218755,949951,-731196,155,75,230
2026-05-02,09:00-09:30,Saving,BCMS,Online,On-Us,82919,185685,-102766,187,157,344
2026-05-02,09:00-09:30,Saving,BCMS,Online,Off-Us,387909,23200,364709,286,15,301
2026-05-02,09:00-09:30,Saving,ENET,Online,On-Us,600505,348169,252336,168,271,439
2026-05-02,09:00-09:30,Saving,ENET,Online,Off-Us,91790,854344,-762554,186,105,291
2026-05-02,09:00-09:30,Saving,TELL,Offline,On-Us,797355,418487,378868,85,176,261
2026-05-02,09:00-09:30,Saving,TELL,Offline,Off-Us,824733,985610,-160877,202,206,408
2026-05-02,09:00-09:30,Current,ATM,Offline,On-Us,416363,316761,99602,240,104,344
2026-05-02,09:00-09:30,Current,ATM,Offline,Off-Us,118323,894905,-776582,134,17,151
2026-05-02,09:00-09:30,Current,BCMS,Online,On-Us,475214,912382,-437168,153,80,233
2026-05-02,09:00-09:30,Current,BCMS,Online,Off-Us,251236,385815,-134579,72,147,219
2026-05-02,09:00-09:30,Current,ENET,Online,On-Us,190413,403498,-213085,74,157,231
2026-05-02,09:00-09:30,Current,ENET,Online,Off-Us,55196,700131,-644935,147,289,436
2026-05-02,09:00-09:30,Current,TELL,Offline,On-Us,611866,204905,406961,138,91,229
2026-05-02,09:00-09:30,Current,TELL,Offline,Off-Us,986666,435637,551029,71,165,236
