Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-02,18:00-18:30,Fixed,ATM,Offline,On-Us,798144,503161,294983,21,71,92
2026-05-02,18:00-18:30,Fixed,ATM,Offline,Off-Us,556604,495037,61567,94,223,317
2026-05-02,18:00-18:30,Fixed,BCMS,Online,On-Us,920845,673960,246885,29,26,55
2026-05-02,18:00-18:30,Fixed,BCMS,Online,Off-Us,118487,661675,-543188,116,229,345
2026-05-02,18:00-18:30,Fixed,ENET,Online,On-Us,390449,931718,-541269,74,35,109
2026-05-02,18:00-18:30,Fixed,ENET,Online,Off-Us,242143,284566,-42423,163,166,329
2026-05-02,18:00-18:30,Fixed,TELL,Offline,On-Us,995826,264309,731517,79,33,112
2026-05-02,18:00-18:30,Fixed,TELL,Offline,Off-Us,412504,507456,-94952,152,186,338
2026-05-02,18:00-18:30,Saving,ATM,Offline,On-Us,1001067,442435,558632,298,216,514
2026-05-02,18:00-18:30,Saving,ATM,Offline,Off-Us,858259,961068,-102809,203,95,298
2026-05-02,18:00-18:30,Saving,BCMS,Online,On-Us,315499,985659,-670160,31,204,235
2026-05-02,18:00-18:30,Saving,BCMS,Online,Off-Us,148649,825646,-676997,76,70,146
2026-05-02,18:00-18:30,Saving,ENET,Online,On-Us,339326,954373,-615047,188,234,422
2026-05-02,18:00-18:30,Saving,ENET,Online,Off-Us,914612,500890,413722,82,172,254
2026-05-02,18:00-18:30,Saving,TELL,Offline,On-Us,977733,446137,531596,103,105,208
2026-05-02,18:00-18:30,Saving,TELL,Offline,Off-Us,984550,896646,87904,104,74,178
2026-05-02,18:00-18:30,Current,ATM,Offline,On-Us,638570,8298,630272,181,131,312
2026-05-02,18:00-18:30,Current,ATM,Offline,Off-Us,225920,977136,-751216,162,236,398
2026-05-02,18:00-18:30,Current,BCMS,Online,On-Us,831655,30827,800828,144,266,410
2026-05-02,18:00-18:30,Current,BCMS,Online,Off-Us,322230,503736,-181506,211,166,377
2026-05-02,18:00-18:30,Current,ENET,Online,On-Us,567472,302591,264881,178,201,379
2026-05-02,18:00-18:30,Current,ENET,Online,Off-Us,626301,233661,392640,235,178,413
2026-05-02,18:00-18:30,Current,TELL,Offline,On-Us,179015,101071,77944,130,284,414
2026-05-02,18:00-18:30,Current,TELL,Offline,Off-Us,236164,327721,-91557,15,261,276
