Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-05-02,14:30-15:00,Fixed,ATM,Offline,On-Us,627325,158388,468937,192,64,256
2026-05-02,14:30-15:00,Fixed,ATM,Offline,Off-Us,616307,649515,-33208,140,192,332
2026-05-02,14:30-15:00,Fixed,BCMS,Online,On-Us,186859,627234,-440375,174,67,241
2026-05-02,14:30-15:00,Fixed,BCMS,Online,Off-Us,517987,106979,411008,100,100,200
2026-05-02,14:30-15:00,Fixed,ENET,Online,On-Us,149007,949292,-800285,264,209,473
2026-05-02,14:30-15:00,Fixed,ENET,Online,Off-Us,784794,266891,517903,139,123,262
2026-05-02,14:30-15:00,Fixed,TELL,Offline,On-Us,584640,476476,108164,105,94,199
2026-05-02,14:30-15:00,Fixed,TELL,Offline,Off-Us,22506,378238,-355732,160,87,247
2026-05-02,14:30-15:00,Saving,ATM,Offline,On-Us,151353,118475,32878,204,101,305
2026-05-02,14:30-15:00,Saving,ATM,Offline,Off-Us,395191,712116,-316925,176,144,320
2026-05-02,14:30-15:00,Saving,BCMS,Online,On-Us,619816,921771,-301955,207,109,316
2026-05-02,14:30-15:00,Saving,BCMS,Online,Off-Us,952916,204785,748131,12,287,299
2026-05-02,14:30-15:00,Saving,ENET,Online,On-Us,856114,204998,651116,115,159,274
2026-05-02,14:30-15:00,Saving,ENET,Online,Off-Us,308729,316713,-7984,238,20,258
2026-05-02,14:30-15:00,Saving,TELL,Offline,On-Us,319535,526598,-207063,277,266,543
2026-05-02,14:30-15:00,Saving,TELL,Offline,Off-Us,533279,628328,-95049,181,17,198
2026-05-02,14:30-15:00,Current,ATM,Offline,On-Us,284124,487194,-203070,22,96,118
2026-05-02,14:30-15:00,Current,ATM,Offline,Off-Us,10825,901965,-891140,203,204,407
2026-05-02,14:30-15:00,Current,BCMS,Online,On-Us,803162,532138,271024,190,47,237
2026-05-02,14:30-15:00,Current,BCMS,Online,Off-Us,641809,803302,-161493,172,108,280
2026-05-02,14:30-15:00,Current,ENET,Online,On-Us,826301,714993,111308,241,265,506
2026-05-02,14:30-15:00,Current,ENET,Online,Off-Us,269881,654221,-384340,105,214,319
2026-05-02,14:30-15:00,Current,TELL,Offline,On-Us,447887,665490,-217603,119,92,211
2026-05-02,14:30-15:00,Current,TELL,Offline,Off-Us,993660,920280,73380,174,223,397
