Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-27,11:00-11:30,Fixed,ATM,Offline,On-Us,385191,969209,-584018,277,147,424
2026-04-27,11:00-11:30,Fixed,ATM,Offline,Off-Us,840064,86624,753440,229,51,280
2026-04-27,11:00-11:30,Fixed,BCMS,Online,On-Us,451524,631718,-180194,104,290,394
2026-04-27,11:00-11:30,Fixed,BCMS,Online,Off-Us,308036,336814,-28778,64,51,115
2026-04-27,11:00-11:30,Fixed,ENET,Online,On-Us,343848,693024,-349176,163,167,330
2026-04-27,11:00-11:30,Fixed,ENET,Online,Off-Us,467576,631894,-164318,230,96,326
2026-04-27,11:00-11:30,Fixed,TELL,Offline,On-Us,723270,465471,257799,191,239,430
2026-04-27,11:00-11:30,Fixed,TELL,Offline,Off-Us,44412,762120,-717708,192,233,425
2026-04-27,11:00-11:30,Saving,ATM,Offline,On-Us,287892,670532,-382640,41,49,90
2026-04-27,11:00-11:30,Saving,ATM,Offline,Off-Us,703787,668480,35307,219,197,416
2026-04-27,11:00-11:30,Saving,BCMS,Online,On-Us,538009,840010,-302001,93,26,119
2026-04-27,11:00-11:30,Saving,BCMS,Online,Off-Us,149715,889894,-740179,236,28,264
2026-04-27,11:00-11:30,Saving,ENET,Online,On-Us,132361,70499,61862,132,198,330
2026-04-27,11:00-11:30,Saving,ENET,Online,Off-Us,379742,401451,-21709,28,89,117
2026-04-27,11:00-11:30,Saving,TELL,Offline,On-Us,712048,471778,240270,201,201,402
2026-04-27,11:00-11:30,Saving,TELL,Offline,Off-Us,465504,800152,-334648,51,81,132
2026-04-27,11:00-11:30,Current,ATM,Offline,On-Us,555178,384774,170404,215,171,386
2026-04-27,11:00-11:30,Current,ATM,Offline,Off-Us,681113,292227,388886,139,69,208
2026-04-27,11:00-11:30,Current,BCMS,Online,On-Us,27172,771411,-744239,107,266,373
2026-04-27,11:00-11:30,Current,BCMS,Online,Off-Us,542895,405785,137110,299,71,370
2026-04-27,11:00-11:30,Current,ENET,Online,On-Us,274492,812609,-538117,145,239,384
2026-04-27,11:00-11:30,Current,ENET,Online,Off-Us,224993,641599,-416606,158,262,420
2026-04-27,11:00-11:30,Current,TELL,Offline,On-Us,209902,128594,81308,81,48,129
2026-04-27,11:00-11:30,Current,TELL,Offline,Off-Us,474001,181043,292958,239,55,294
