Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-27,16:00-16:30,Fixed,ATM,Offline,On-Us,717269,868286,-151017,53,27,80
2026-04-27,16:00-16:30,Fixed,ATM,Offline,Off-Us,98042,424965,-326923,206,204,410
2026-04-27,16:00-16:30,Fixed,BCMS,Online,On-Us,579549,499127,80422,40,15,55
2026-04-27,16:00-16:30,Fixed,BCMS,Online,Off-Us,736986,179708,557278,54,266,320
2026-04-27,16:00-16:30,Fixed,ENET,Online,On-Us,886392,454987,431405,181,300,481
2026-04-27,16:00-16:30,Fixed,ENET,Online,Off-Us,899636,99994,799642,282,32,314
2026-04-27,16:00-16:30,Fixed,TELL,Offline,On-Us,240927,221686,19241,255,149,404
2026-04-27,16:00-16:30,Fixed,TELL,Offline,Off-Us,48823,969051,-920228,50,154,204
2026-04-27,16:00-16:30,Saving,ATM,Offline,On-Us,942996,569408,373588,300,27,327
2026-04-27,16:00-16:30,Saving,ATM,Offline,Off-Us,188066,973882,-785816,173,19,192
2026-04-27,16:00-16:30,Saving,BCMS,Online,On-Us,1008173,217221,790952,85,214,299
2026-04-27,16:00-16:30,Saving,BCMS,Online,Off-Us,973995,80674,893321,165,94,259
2026-04-27,16:00-16:30,Saving,ENET,Online,On-Us,591353,252153,339200,211,287,498
2026-04-27,16:00-16:30,Saving,ENET,Online,Off-Us,347843,402491,-54648,83,51,134
2026-04-27,16:00-16:30,Saving,TELL,Offline,On-Us,525119,781667,-256548,189,38,227
2026-04-27,16:00-16:30,Saving,TELL,Offline,Off-Us,102430,458320,-355890,130,49,179
2026-04-27,16:00-16:30,Current,ATM,Offline,On-Us,357137,634565,-277428,215,178,393
2026-04-27,16:00-16:30,Current,ATM,Offline,Off-Us,31064,664926,-633862,151,241,392
2026-04-27,16:00-16:30,Current,BCMS,Online,On-Us,514435,239220,275215,194,294,488
2026-04-27,16:00-16:30,Current,BCMS,Online,Off-Us,986859,393663,593196,233,106,339
2026-04-27,16:00-16:30,Current,ENET,Online,On-Us,712711,614334,98377,206,54,260
2026-04-27,16:00-16:30,Current,ENET,Online,Off-Us,809676,648665,161011,163,137,300
2026-04-27,16:00-16:30,Current,TELL,Offline,On-Us,747748,77077,670671,54,148,202
2026-04-27,16:00-16:30,Current,TELL,Offline,Off-Us,161712,398458,-236746,90,210,300
