Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-27,03:00-03:30,Fixed,ATM,Offline,On-Us,536004,496171,39833,98,54,152
2026-04-27,03:00-03:30,Fixed,ATM,Offline,Off-Us,297571,540490,-242919,183,58,241
2026-04-27,03:00-03:30,Fixed,BCMS,Online,On-Us,858179,998243,-140064,132,169,301
2026-04-27,03:00-03:30,Fixed,BCMS,Online,Off-Us,235552,845742,-610190,113,86,199
2026-04-27,03:00-03:30,Fixed,ENET,Online,On-Us,25611,48458,-22847,137,254,391
2026-04-27,03:00-03:30,Fixed,ENET,Online,Off-Us,640967,891014,-250047,49,244,293
2026-04-27,03:00-03:30,Fixed,TELL,Offline,On-Us,434572,929181,-494609,111,207,318
2026-04-27,03:00-03:30,Fixed,TELL,Offline,Off-Us,518392,419066,99326,136,86,222
2026-04-27,03:00-03:30,Saving,ATM,Offline,On-Us,687926,721024,-33098,14,65,79
2026-04-27,03:00-03:30,Saving,ATM,Offline,Off-Us,816232,445798,370434,124,101,225
2026-04-27,03:00-03:30,Saving,BCMS,Online,On-Us,843170,1004500,-161330,277,248,525
2026-04-27,03:00-03:30,Saving,BCMS,Online,Off-Us,52657,584482,-531825,139,73,212
2026-04-27,03:00-03:30,Saving,ENET,Online,On-Us,478634,139816,338818,249,282,531
2026-04-27,03:00-03:30,Saving,ENET,Online,Off-Us,586075,624377,-38302,174,237,411
2026-04-27,03:00-03:30,Saving,TELL,Offline,On-Us,642412,854596,-212184,270,229,499
2026-04-27,03:00-03:30,Saving,TELL,Offline,Off-Us,870914,950906,-79992,292,239,531
2026-04-27,03:00-03:30,Current,ATM,Offline,On-Us,940790,166889,773901,255,241,496
2026-04-27,03:00-03:30,Current,ATM,Offline,Off-Us,271782,788295,-516513,138,152,290
2026-04-27,03:00-03:30,Current,BCMS,Online,On-Us,803013,815451,-12438,278,259,537
2026-04-27,03:00-03:30,Current,BCMS,Online,Off-Us,657193,250867,406326,152,236,388
2026-04-27,03:00-03:30,Current,ENET,Online,On-Us,81247,748206,-666959,158,131,289
2026-04-27,03:00-03:30,Current,ENET,Online,Off-Us,284913,352161,-67248,175,287,462
2026-04-27,03:00-03:30,Current,TELL,Offline,On-Us,84491,145095,-60604,89,129,218
2026-04-27,03:00-03:30,Current,TELL,Offline,Off-Us,401641,727659,-326018,90,120,210
