Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-29,18:30-19:00,Fixed,ATM,Offline,On-Us,347412,427070,-79658,269,62,331
2026-04-29,18:30-19:00,Fixed,ATM,Offline,Off-Us,526570,846719,-320149,88,23,111
2026-04-29,18:30-19:00,Fixed,BCMS,Online,On-Us,615698,834739,-219041,207,255,462
2026-04-29,18:30-19:00,Fixed,BCMS,Online,Off-Us,614841,911015,-296174,31,159,190
2026-04-29,18:30-19:00,Fixed,ENET,Online,On-Us,169054,158898,10156,249,51,300
2026-04-29,18:30-19:00,Fixed,ENET,Online,Off-Us,928203,656359,271844,59,129,188
2026-04-29,18:30-19:00,Fixed,TELL,Offline,On-Us,927362,226122,701240,84,93,177
2026-04-29,18:30-19:00,Fixed,TELL,Offline,Off-Us,525986,541380,-15394,279,185,464
2026-04-29,18:30-19:00,Saving,ATM,Offline,On-Us,469217,823501,-354284,79,184,263
2026-04-29,18:30-19:00,Saving,ATM,Offline,Off-Us,304969,377819,-72850,232,31,263
2026-04-29,18:30-19:00,Saving,BCMS,Online,On-Us,933945,747385,186560,210,133,343
2026-04-29,18:30-19:00,Saving,BCMS,Online,Off-Us,218964,640037,-421073,50,89,139
2026-04-29,18:30-19:00,Saving,ENET,Online,On-Us,594438,658285,-63847,266,60,326
2026-04-29,18:30-19:00,Saving,ENET,Online,Off-Us,843816,15667,828149,85,169,254
2026-04-29,18:30-19:00,Saving,TELL,Offline,On-Us,573713,909674,-335961,56,266,322
2026-04-29,18:30-19:00,Saving,TELL,Offline,Off-Us,98685,476900,-378215,172,97,269
2026-04-29,18:30-19:00,Current,ATM,Offline,On-Us,979428,309967,669461,94,45,139
2026-04-29,18:30-19:00,Current,ATM,Offline,Off-Us,293724,604516,-310792,198,191,389
2026-04-29,18:30-19:00,Current,BCMS,Online,On-Us,93563,74589,18974,103,246,349
2026-04-29,18:30-19:00,Current,BCMS,Online,Off-Us,270473,496250,-225777,143,237,380
2026-04-29,18:30-19:00,Current,ENET,Online,On-Us,681880,969052,-287172,83,74,157
2026-04-29,18:30-19:00,Current,ENET,Online,Off-Us,596360,511976,84384,32,197,229
2026-04-29,18:30-19:00,Current,TELL,Offline,On-Us,900730,300548,600182,217,220,437
2026-04-29,18:30-19:00,Current,TELL,Offline,Off-Us,898630,649785,248845,78,236,314
