Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-29,08:00-08:30,Fixed,ATM,Offline,On-Us,685864,537549,148315,88,214,302
2026-04-29,08:00-08:30,Fixed,ATM,Offline,Off-Us,238633,237949,684,119,253,372
2026-04-29,08:00-08:30,Fixed,BCMS,Online,On-Us,245076,540882,-295806,294,250,544
2026-04-29,08:00-08:30,Fixed,BCMS,Online,Off-Us,757607,853957,-96350,248,185,433
2026-04-29,08:00-08:30,Fixed,ENET,Online,On-Us,830382,90047,740335,172,107,279
2026-04-29,08:00-08:30,Fixed,ENET,Online,Off-Us,449622,807540,-357918,225,118,343
2026-04-29,08:00-08:30,Fixed,TELL,Offline,On-Us,459990,471829,-11839,297,26,323
2026-04-29,08:00-08:30,Fixed,TELL,Offline,Off-Us,392901,145699,247202,77,167,244
2026-04-29,08:00-08:30,Saving,ATM,Offline,On-Us,989178,773644,215534,16,266,282
2026-04-29,08:00-08:30,Saving,ATM,Offline,Off-Us,849767,690852,158915,193,184,377
2026-04-29,08:00-08:30,Saving,BCMS,Online,On-Us,236444,439507,-203063,229,217,446
2026-04-29,08:00-08:30,Saving,BCMS,Online,Off-Us,799897,816466,-16569,287,164,451
2026-04-29,08:00-08:30,Saving,ENET,Online,On-Us,341919,615467,-273548,23,27,50
2026-04-29,08:00-08:30,Saving,ENET,Online,Off-Us,966938,145893,821045,90,180,270
2026-04-29,08:00-08:30,Saving,TELL,Offline,On-Us,595791,660434,-64643,212,206,418
2026-04-29,08:00-08:30,Saving,TELL,Offline,Off-Us,214124,994776,-780652,212,43,255
2026-04-29,08:00-08:30,Current,ATM,Offline,On-Us,560453,405205,155248,108,254,362
2026-04-29,08:00-08:30,Current,ATM,Offline,Off-Us,113915,344815,-230900,243,166,409
2026-04-29,08:00-08:30,Current,BCMS,Online,On-Us,97770,179750,-81980,65,294,359
2026-04-29,08:00-08:30,Current,BCMS,Online,Off-Us,186264,33616,152648,262,24,286
2026-04-29,08:00-08:30,Current,ENET,Online,On-Us,195760,208665,-12905,47,208,255
2026-04-29,08:00-08:30,Current,ENET,Online,Off-Us,297604,215893,81711,131,160,291
2026-04-29,08:00-08:30,Current,TELL,Offline,On-Us,691609,549868,141741,47,243,290
2026-04-29,08:00-08:30,Current,TELL,Offline,Off-Us,60244,386559,-326315,277,16,293
