Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-29,00:30-01:00,Fixed,ATM,Offline,On-Us,265978,529050,-263072,207,165,372
2026-04-29,00:30-01:00,Fixed,ATM,Offline,Off-Us,413869,703869,-290000,201,78,279
2026-04-29,00:30-01:00,Fixed,BCMS,Online,On-Us,935566,586741,348825,33,102,135
2026-04-29,00:30-01:00,Fixed,BCMS,Online,Off-Us,272935,178117,94818,269,263,532
2026-04-29,00:30-01:00,Fixed,ENET,Online,On-Us,975518,355652,619866,251,78,329
2026-04-29,00:30-01:00,Fixed,ENET,Online,Off-Us,94002,332731,-238729,283,232,515
2026-04-29,00:30-01:00,Fixed,TELL,Offline,On-Us,148683,273055,-124372,71,171,242
2026-04-29,00:30-01:00,Fixed,TELL,Offline,Off-Us,46307,134082,-87775,267,154,421
2026-04-29,00:30-01:00,Saving,ATM,Offline,On-Us,784149,378108,406041,232,155,387
2026-04-29,00:30-01:00,Saving,ATM,Offline,Off-Us,946646,919534,27112,146,146,292
2026-04-29,00:30-01:00,Saving,BCMS,Online,On-Us,542085,328215,213870,235,95,330
2026-04-29,00:30-01:00,Saving,BCMS,Online,Off-Us,330870,772663,-441793,263,88,351
2026-04-29,00:30-01:00,Saving,ENET,Online,On-Us,582667,894470,-311803,237,38,275
2026-04-29,00:30-01:00,Saving,ENET,Online,Off-Us,198096,155840,42256,39,128,167
2026-04-29,00:30-01:00,Saving,TELL,Offline,On-Us,192037,37604,154433,252,144,396
2026-04-29,00:30-01:00,Saving,TELL,Offline,Off-Us,171499,740255,-568756,251,234,485
2026-04-29,00:30-01:00,Current,ATM,Offline,On-Us,121660,938659,-816999,265,31,296
2026-04-29,00:30-01:00,Current,ATM,Offline,Off-Us,462966,373838,89128,299,259,558
2026-04-29,00:30-01:00,Current,BCMS,Online,On-Us,479995,516935,-36940,69,86,155
2026-04-29,00:30-01:00,Current,BCMS,Online,Off-Us,129660,366586,-236926,59,115,174
2026-04-29,00:30-01:00,Current,ENET,Online,On-Us,910345,297917,612428,104,97,201
2026-04-29,00:30-01:00,Current,ENET,Online,Off-Us,786365,533450,252915,151,299,450
2026-04-29,00:30-01:00,Current,TELL,Offline,On-Us,934170,695350,238820,120,13,133
2026-04-29,00:30-01:00,Current,TELL,Offline,Off-Us,551567,804098,-252531,104,224,328
