Date,Time,Product,Channel,Channel_Group,Transaction_Type,Credit_Amount,Debit_Amount,Net_Amount,Credit_Txn,Debit_Txn,Total_Txn
2026-04-29,12:00-12:30,Fixed,ATM,Offline,On-Us,967559,560509,407050,263,57,320
2026-04-29,12:00-12:30,Fixed,ATM,Offline,Off-Us,834184,725388,108796,182,125,307
2026-04-29,12:00-12:30,Fixed,BCMS,Online,On-Us,977042,603950,373092,45,186,231
2026-04-29,12:00-12:30,Fixed,BCMS,Online,Off-Us,395323,954379,-559056,207,298,505
2026-04-29,12:00-12:30,Fixed,ENET,Online,On-Us,897728,458188,439540,131,125,256
2026-04-29,12:00-12:30,Fixed,ENET,Online,Off-Us,271679,121309,150370,160,55,215
2026-04-29,12:00-12:30,Fixed,TELL,Offline,On-Us,116793,93469,23324,186,107,293
2026-04-29,12:00-12:30,Fixed,TELL,Offline,Off-Us,780788,987766,-206978,71,199,270
2026-04-29,12:00-12:30,Saving,ATM,Offline,On-Us,133606,894781,-761175,172,205,377
2026-04-29,12:00-12:30,Saving,ATM,Offline,Off-Us,604941,772714,-167773,12,170,182
2026-04-29,12:00-12:30,Saving,BCMS,Online,On-Us,64891,618722,-553831,286,108,394
2026-04-29,12:00-12:30,Saving,BCMS,Online,Off-Us,888268,407000,481268,228,174,402
2026-04-29,12:00-12:30,Saving,ENET,Online,On-Us,808746,382755,425991,76,277,353
2026-04-29,12:00-12:30,Saving,ENET,Online,Off-Us,695984,630841,65143,125,65,190
2026-04-29,12:00-12:30,Saving,TELL,Offline,On-Us,414515,9634,404881,287,246,533
2026-04-29,12:00-12:30,Saving,TELL,Offline,Off-Us,331272,151729,179543,163,123,286
2026-04-29,12:00-12:30,Current,ATM,Offline,On-Us,524112,713011,-188899,245,86,331
2026-04-29,12:00-12:30,Current,ATM,Offline,Off-Us,630682,297158,333524,86,28,114
2026-04-29,12:00-12:30,Current,BCMS,Online,On-Us,627971,335690,292281,170,268,438
2026-04-29,12:00-12:30,Current,BCMS,Online,Off-Us,722049,129461,592588,152,255,407
2026-04-29,12:00-12:30,Current,ENET,Online,On-Us,661732,868941,-207209,122,264,386
2026-04-29,12:00-12:30,Current,ENET,Online,Off-Us,305654,738344,-432690,204,41,245
2026-04-29,12:00-12:30,Current,TELL,Offline,On-Us,849566,349327,500239,90,118,208
2026-04-29,12:00-12:30,Current,TELL,Offline,Off-Us,889265,768247,121018,127,37,164
